"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
280.142,0.13641,280.226,0.03737,0.09904,"y","1"
280.238,0.03848,280.262,0.02091,0.01757,"n",NA
280.316,0.03569,280.334,0.02958,0.00611,"n",NA
328.946,0.15376,328.988,0.02775,0.12601,"y","1"
329,0.03458,329.018,0.00998,0.0246,"n",NA
329.156,0.03218,329.174,0.02575,0.00643,"n",NA
329.372,0.02964,329.396,0.02083,0.00881,"n",NA
329.414,0.02713,329.438,0.01921,0.00792,"n",NA
329.456,0.0263,329.474,0.01931,0.00699,"n",NA
371.81,0.14178,371.876,0.09787,0.04391,"y","1"
375.65,0.11318,375.692,0.03306,0.08012,"y","1"
375.698,0.0357,375.722,0.01654,0.01916,"n",NA
415.016,0.10778,415.052,0.04424,0.06354,"y","1"
415.058,0.04596,415.082,0.03253,0.01343,"n",NA
424.184,0.05864,424.208,0.0442,0.01444,"y","1"
424.262,0.04236,424.316,0.01748,0.02488,"y","1"
