"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
215.826,0.18184,169.632,0.1739,0.00794,"n",NA
215.322,0.20519,215.388,0.17426,0.03093,"y","1"
215.826,0.17624,215.862,0.15229,0.02395,"y","1"
220.458,0.15992,220.512,0.13619,0.02373,"y","1"
300.396,0.2154,300.432,0.1484,0.067,"y","1"
300.438,0.15036,300.462,0.13547,0.01489,"n",NA
300.48,0.14669,300.498,0.13831,0.00838,"n",NA
370.32,0.3028,370.356,0.28739,0.01541,"y","1"
376.53,0.26795,376.572,0.19082,0.07713,"y","1"
376.578,0.19135,376.596,0.17473,0.01662,"n",NA
376.65,0.18751,376.668,0.18013,0.00738,"n",NA
376.686,0.18702,376.704,0.17944,0.00758,"n",NA
376.722,0.1861,376.74,0.17992,0.00617999999999999,"n",NA
383.322,0.18743,383.364,0.13933,0.0481,"y","1"
383.376,0.14217,383.394,0.13228,0.00988999999999998,"n",NA
