"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
117.468,0.04017,75.282,0.03377,0.0064,"n",NA
117.564,0.05866,117.606,0.02455,0.03411,"y","1"
117.624,0.02561,117.648,0.01538,0.01023,"n",NA
117.672,0.01752,117.69,0.01314,0.00438,"n",NA
117.726,0.01182,117.744,0.00656,0.00526,"n",NA
178.344,0.0617,178.386,0.01071,0.05099,"y","1"
178.404,0.01787,178.428,0.00433,0.01354,"n",NA
178.542,0.01305,178.566,0.00764,0.00541,"n",NA
179.04,0.01331,179.058,0.01024,0.00307,"n",NA
299.412,0.04478,299.424,0.04205,0.00273,"n",NA
331.32,0.04466,331.344,0.03692,0.00774,"y","1"
343.884,0.02703,343.908,0.02082,0.00621,"n",NA
400.05,0.03713,400.068,0.03304,0.00409,"y","1"
470.154,0.03267,470.196,0.01248,0.02019,"y","1"
470.574,0.01984,470.598,0.01533,0.00451,"n",NA
