"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
80.562,0.13753,53.262,0.12433,0.0132,"n",NA
75.984,0.17858,76.02,0.15987,0.01871,"y","1"
76.65,0.15616,76.68,0.13962,0.01654,"y","1"
80.598,0.14566,80.652,0.09637,0.04929,"y","1"
121.884,0.30858,121.932,0.29196,0.01662,"y","1"
135.64799,0.38577,135.702,0.36233,0.02344,"y","1"
149.59801,0.46508,149.65199,0.42249,0.04259,"y","1"
154.02,0.45822,154.06799,0.35009,0.10813,"y","1"
154.08,0.35372,154.092,0.34374,0.00997999999999999,"n",NA
171.504,0.48439,171.552,0.4571,0.02729,"y","1"
171.60001,0.4554,171.642,0.42798,0.02742,"y","1"
173.424,0.42332,173.472,0.39817,0.02515,"y","1"
201.582,0.58555,201.63,0.51039,0.07516,"y","1"
201.642,0.50998,201.65401,0.50385,0.00612999999999997,"n",NA
203.20799,0.50584,203.274,0.30761,0.19823,"y","1"
203.286,0.31464,203.298,0.30776,0.00688,"n",NA
215.87399,0.39238,215.94,0.09825,0.29413,"y","1"
227.226,0.18494,227.256,0.1723,0.01264,"y","1"
265.5,0.43531,265.548,0.39251,0.0427999999999999,"y","1"
317.814,0.68106,317.87399,0.61971,0.06135,"y","1"
323.388,0.65533,323.42999,0.63027,0.02506,"y","1"
343.884,0.73451,343.944,0.60719,0.12732,"y","1"
344.08801,0.60682,344.13,0.58618,0.02064,"y","1"
379.41599,0.7311,379.48199,0.58844,0.14266,"y","1"
379.49399,0.59312,379.50601,0.58743,0.00568999999999997,"n",NA
379.51801,0.58866,379.53,0.58185,0.00680999999999998,"n",NA
379.54199,0.58424,379.55399,0.5793,0.00493999999999994,"n",NA
382.06799,0.5991,382.10999,0.58031,0.01879,"y","1"
383.13599,0.5785,383.18399,0.52136,0.05714,"y","1"
383.23801,0.52069,383.25,0.51559,0.00509999999999999,"n",NA
414.76801,0.65972,414.87,0.35668,0.30304,"y","1"
415.896,0.39281,415.95599,0.36484,0.02797,"n",NA
431.88599,0.45145,431.90399,0.43423,0.01722,"n",NA
