"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
143.892,0.19423,143.976,0.04151,0.15272,"y","1"
143.988,0.04944,144,0.04183,0.00761,"n",NA
144.084,0.05855,144.096,0.05207,0.00648,"n",NA
144.144,0.06114,144.156,0.05519,0.00595,"n",NA
152.934,0.08674,152.97,0.02969,0.05705,"y","1"
152.976,0.02858,153,0.00529,0.02329,"n",NA
153.018,0.01089,153.03,0.00329,0.0076,"n",NA
191.994,0.2283,192.048,0.12104,0.10726,"y","1"
192.06,0.12274,192.078,0.11638,0.00636,"n",NA
195.006,0.14543,195.054,0.12917,0.01626,"y","1"
196.374,0.13119,196.434,0.0221,0.10909,"y","1"
196.452,0.03547,196.47,0.02664,0.00883,"n",NA
196.488,0.03748,196.5,0.03041,0.00707,"n",NA
196.518,0.03746,196.536,0.02838,0.00908,"n",NA
196.554,0.03508,196.566,0.0297,0.00538,"n",NA
242.136,0.24798,242.196,0.10274,0.14524,"y","1"
242.208,0.11159,242.238,0.08936,0.02223,"n",NA
248.406,0.12982,248.472,0.04073,0.08909,"y","1"
248.484,0.04929,248.496,0.0428,0.00649,"n",NA
248.514,0.0513,248.532,0.04374,0.00756,"n",NA
248.55,0.0504,248.562,0.04346,0.00694,"n",NA
264.264,0.11286,264.324,0.03916,0.0737,"y","1"
264.336,0.04361,264.354,0.03644,0.00717,"n",NA
264.372,0.04378,264.384,0.03831,0.00547,"n",NA
264.402,0.04536,264.414,0.04085,0.00451,"n",NA
264.432,0.04507,264.45,0.03953,0.00554,"n",NA
268.77,0.06306,268.836,0.00805,0.05501,"y","1"
305.976,0.10659,306.066,0.02788,0.07871,"y","1"
354.942,0.22668,355.002,0.06412,0.16256,"y","1"
355.014,0.06868,355.026,0.05605,0.01263,"n",NA
355.044,0.06977,355.056,0.06246,0.00731,"n",NA
355.104,0.07272,355.122,0.06394,0.00878000000000001,"n",NA
355.134,0.07109,355.146,0.06625,0.00484,"n",NA
355.254,0.08925,355.272,0.07893,0.01032,"n",NA
355.284,0.07911,355.302,0.07152,0.00759,"n",NA
355.404,0.07869,355.422,0.07111,0.00757999999999999,"n",NA
356.472,0.09701,356.538,0.07205,0.02496,"n",NA
365.916,0.10396,365.946,0.00892,0.09504,"y","1"
365.958,0.01006,365.976,0,0.0228,"n",NA
366.06,0.01288,366.078,0.00289,0.00999,"n",NA
366.096,0.01418,366.108,0.00905,0.00513,"n",NA
366.192,0.02484,366.21,0.01673,0.00811,"n",NA
366.318,0.01615,366.342,0.00834,0.00781,"n",NA
393.516,0.04803,393.552,0.00789,0.04014,"y","1"
