"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
500.712,0.06048,330.222,0.04039,0.02009,"n",NA
330.228,0.0396,330.252,0.03406,0.00554,"n",NA
330.276,0.03722,330.294,0.03293,0.00429,"n",NA
330.318,0.03495,330.336,0.03097,0.00398,"n",NA
369.402,0.07197,369.42,0.06655,0.00542000000000001,"y","1"
477.774,0.14246,477.786,0.13992,0.00254000000000001,"y","1"
499.866,0.16395,499.884,0.15587,0.00808,"y","1"
500.844,0.13975,500.88,0.07066,0.06909,"y","1"
500.898,0.07245,500.91,0.06296,0.00949,"n",NA
500.97,0.07485,500.988,0.06834,0.00651,"n",NA
501.006,0.07264,501.024,0.06755,0.00509,"n",NA
501.048,0.07181,501.06,0.06879,0.00301999999999999,"n",NA
501.114,0.07122,501.138,0.06437,0.00685000000000001,"n",NA
501.192,0.06435,501.21,0.06159,0.00276000000000001,"n",NA
609.648,0.16484,609.69,0.01609,0.14875,"y","1"
609.708,0.03009,609.726,0.00509,0.025,"n",NA
610.212,0.0189,610.23,0.01294,0.00596,"n",NA
610.296,0.01803,610.314,0.01371,0.00432,"n",NA
610.338,0.01728,610.35,0.01469,0.00259,"n",NA
610.38,0.01677,610.392,0.01441,0.00236,"n",NA
