"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
119.538,0.2037,36.42,0.18234,0.02136,"n",NA
119.538,1.40394,119.676,1.07732,0.32662,"y","2"
124.236,0.5654,124.266,0.55337,0.01203,"n",NA
139.572,0.75678,139.644,0.5135,0.24328,"y","1"
139.65,0.51248,139.656,0.50827,0.00421000000000005,"n",NA
139.668,0.51079,139.734,0.31911,0.19168,"n",NA
139.74,0.3195,139.752,0.31412,0.00538,"n",NA
139.806,0.32736,139.824,0.31979,0.00756999999999997,"n",NA
145.998,0.36238,146.058,0.18262,0.17976,"y","1"
146.064,0.18404,146.076,0.17677,0.00727,"n",NA
159.138,0.22851,159.21,0.00642,0.22209,"y","1"
159.228,0.01986,159.24,0.01268,0.00718,"n",NA
244.182,0.20196,244.224,0.02954,0.17242,"y","1"
244.23,0.02897,244.254,0,0.03626,"n",NA
244.272,0.01318,244.29,0,0.0157,"n",NA
385.296,0.11062,385.344,0.01566,0.09496,"y","1"
385.356,0.01575,385.374,0,0.01681,"n",NA
385.5,0.02287,385.518,0.0133,0.00957,"n",NA
385.536,0.01878,385.548,0.01317,0.00561,"n",NA
