"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
127.104,0.07285,127.176,0.005,0.06785,"y","1"
155.424,0.10578,155.46,0.08744,0.01834,"y","1"
182.502,0.24284,182.544,0.22517,0.01767,"y","1"
186.48,0.21723,186.57,0.08246,0.13477,"y","1"
188.868,0.11804,188.892,0.10863,0.00941,"n",NA
188.898,0.10757,188.916,0.09794,0.00963,"n",NA
208.11,0.25584,208.176,0.1975,0.05834,"y","1"
214.416,0.25081,214.458,0.23367,0.01714,"y","1"
232.764,0.37689,232.842,0.1177,0.25919,"y","1"
232.962,0.16152,233.022,0.06122,0.1003,"n",NA
233.034,0.06747,233.046,0.06054,0.00693000000000001,"n",NA
233.094,0.06849,233.112,0.05788,0.01061,"n",NA
233.154,0.06646,233.166,0.06227,0.00419000000000001,"n",NA
233.274,0.07997,233.292,0.07136,0.00860999999999999,"n",NA
282.408,0.33044,282.504,0.05048,0.27996,"y","1"
282.63,0.07845,282.654,0.06586,0.01259,"n",NA
282.66,0.0649,282.708,0.04296,0.02194,"n",NA
284.994,0.09172,285.048,0.06493,0.02679,"n",NA
285.408,0.10176,285.468,0.07651,0.02525,"n",NA
285.87,0.10715,285.948,0.07721,0.02994,"n",NA
304.608,0.17935,304.65,0.01911,0.16024,"y","1"
304.656,0.01914,304.674,0,0.03298,"n",NA
304.692,0.01145,304.71,0.00149,0.00996,"n",NA
304.758,0.02437,304.776,0.01608,0.00829,"n",NA
304.944,0.03401,304.968,0.0256,0.00841,"n",NA
341.334,0.174,341.394,0.03868,0.13532,"y","1"
341.406,0.04034,341.424,0.03278,0.00756,"n",NA
341.496,0.05955,341.514,0.05057,0.00898,"n",NA
354.114,0.06899,354.156,0.00362,0.06537,"y","1"
