"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
194.4,0.0305,96.348,0.01601,0.01449,"n",NA
103.422,0.03782,103.458,0.01494,0.02288,"y","1"
194.436,0.55856,194.502,0.50998,0.04858,"y","1"
194.58,0.50951,194.652,0.40002,0.10949,"y","1"
207.156,0.59025,207.216,0.44715,0.1431,"y","1"
209.088,0.454,209.142,0.11059,0.34341,"y","1"
209.16,0.12076,209.19,0.09038,0.03038,"n",NA
210.144,0.11447,210.192,0.08962,0.02485,"n",NA
211.494,0.15281,211.59,0.11089,0.04192,"n",NA
223.296,0.28186,223.374,0.11297,0.16889,"y","1"
238.968,0.24901,239.016,0.18742,0.06159,"y","1"
256.248,0.29594,256.314,0.06475,0.23119,"y","1"
256.32,0.06508,256.338,0.0505,0.01458,"n",NA
256.356,0.06218,256.368,0.05515,0.00703,"n",NA
256.38,0.06336,256.392,0.05872,0.00464,"n",NA
256.464,0.06958,256.482,0.05572,0.01386,"n",NA
281.418,0.24293,281.472,0.15715,0.08578,"y","1"
281.478,0.15647,281.49,0.14698,0.00949,"n",NA
310.494,0.29225,310.542,0.26535,0.0269,"y","1"
314.718,0.29797,314.796,0.11125,0.18672,"y","1"
314.808,0.1226,314.82,0.11081,0.01179,"n",NA
314.838,0.1255,314.85,0.11525,0.01025,"n",NA
314.892,0.12777,314.904,0.1199,0.00786999999999999,"n",NA
314.922,0.12728,314.934,0.1196,0.00768000000000001,"n",NA
314.946,0.12574,314.964,0.11863,0.00710999999999999,"n",NA
314.976,0.12426,314.988,0.11816,0.00609999999999999,"n",NA
315.006,0.12267,315.018,0.11761,0.00506,"n",NA
318.072,0.10478,318.108,0.0137,0.09108,"y","1"
318.114,0.01358,318.132,0,0.02255,"n",NA
