"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
366.816,0.04096,281.646,0.03414,0.00682000000000001,"n",NA
366.864,0.09102,366.906,0.0553,0.03572,"y","1"
366.912,0.05499,366.936,0.04485,0.01014,"n",NA
367.026,0.05932,367.05,0.05346,0.00586,"n",NA
367.182,0.07247,367.2,0.06388,0.00859,"n",NA
367.332,0.0486,367.35,0.04419,0.00441,"n",NA
367.95,0.0582,367.992,0.047,0.0112,"n",NA
447.066,0.2512,447.108,0.02305,0.22815,"y","1"
447.126,0.04315,447.144,0.01182,0.03133,"n",NA
447.456,0.03892,447.48,0.02591,0.01301,"n",NA
447.498,0.03664,447.522,0.02488,0.01176,"n",NA
447.66,0.03115,447.678,0.02617,0.00498,"n",NA
447.702,0.02991,447.72,0.02584,0.00407,"n",NA
447.744,0.03026,447.762,0.027,0.00326,"n",NA
447.786,0.0303,447.804,0.0272,0.0031,"n",NA
447.828,0.02891,447.84,0.0269,0.00201,"n",NA
