"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
238.122,0.02964,53.472,0.02181,0.00783,"n",NA
88.23,0.0465,88.29,0.01666,0.02984,"y","1"
173.868,0.07535,173.88,0.07319,0.00216,"n",NA
174.558,0.0706,174.594,0.05801,0.01259,"y","1"
179.262,0.06656,179.298,0.05731,0.00924999999999999,"y","1"
180.222,0.04388,180.246,0.03842,0.00546,"y","u"
180.264,0.03628,180.276,0.03406,0.00222,"n",NA
183.15,0.03338,183.162,0.03115,0.00223,"y","u"
217.848,0.05818,217.902,0.03641,0.02177,"y","1"
236.244,0.07864,236.298,0.06419,0.01445,"y","1"
238.194,0.05565,238.23,0.01665,0.039,"y","1"
238.242,0.01906,238.266,0.00886,0.0102,"n",NA
238.284,0.01689,238.302,0.01015,0.00674,"n",NA
238.59,0.0239,238.602,0.02137,0.00253,"n",NA
238.698,0.02271,238.716,0.01958,0.00313,"n",NA
238.782,0.0148,238.794,0.0118,0.003,"n",NA
239.262,0.01553,239.28,0.01155,0.00398,"n",NA
299.538,0.01493,299.556,0.0116,0.00333,"n",NA
381.186,0.04829,381.198,0.04597,0.00232,"n",NA
394.848,0.02865,394.878,0.01904,0.00961,"y","1"
418.5,0.02797,418.518,0.02049,0.00748,"y","1"
455.862,0.02012,455.88,0.01588,0.00424,"y","1"
