"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
116.85,0.0901,116.916,0.05378,0.03632,"y","1"
123.816,0.0934,123.84,0.0847,0.0087,"y","1"
142.998,0.25506,143.076,0.17423,0.08083,"y","1"
144.456,0.19809,144.522,0.15131,0.04678,"y","1"
154.866,0.30839,154.932,0.25205,0.05634,"y","1"
173.874,0.48351,173.928,0.41219,0.07132,"y","1"
174.078,0.41285,174.162,0.11857,0.29428,"y","m"
174.174,0.12541,174.18,0.12232,0.00309,"n",NA
182.862,0.20296,182.91,0.18793,0.01503,"y","1"
193.746,0.22671,193.806,0.10111,0.1256,"y","1"
193.818,0.10605,193.83,0.09815,0.0079,"n",NA
193.842,0.10264,193.86,0.0952,0.00743999999999999,"n",NA
194.28,0.08214,194.304,0.07077,0.01137,"n",NA
194.31,0.07013,194.364,0.04613,0.024,"y","1"
194.37,0.04591,194.388,0.03906,0.00685,"n",NA
268.77,0.30895,268.836,0.06992,0.23903,"y","1"
268.848,0.07275,268.866,0.06008,0.01267,"n",NA
278.922,0.13623,278.964,0.01377,0.12246,"y","1"
278.97,0.01398,278.994,0,0.02515,"n",NA
279.114,0.01185,279.132,0.00605,0.0058,"n",NA
