"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
168.936,0.11321,169.098,0.03874,0.07447,"y","1"
231.354,0.20231,231.408,0.16758,0.03473,"y","1"
259.632,0.20755,259.662,0.19179,0.01576,"y","1"
283.884,0.14215,283.92,0.08333,0.05882,"y","1"
283.926,0.0825,283.944,0.07164,0.01086,"n",NA
331.278,0.20907,331.32,0.00279,0.20628,"y","1"
331.338,0.01987,331.356,0,0.02841,"n",NA
331.71,0.02058,331.734,0.01249,0.00809,"n",NA
331.752,0.01803,331.77,0.01114,0.00689,"n",NA
331.794,0.01602,331.812,0.00869,0.00733,"n",NA
