"Ptime","Pload","Vtime","Vload","yDelta","del","num_th_broke"
67.086,0.05809,67.164,0.02411,0.03398,"y","1"
67.176,0.02753,67.2,0.01698,0.01055,"n",NA
137.136,0.21906,137.19,0.14243,0.07663,"y","1"
167.49,0.36944,167.556,0.21715,0.15229,"y","1"
167.562,0.21988,167.574,0.21126,0.00861999999999999,"n",NA
180.03,0.32559,180.09,0.178,0.14759,"y","1"
180.72,0.21206,180.774,0.18169,0.03037,"n",NA
204.288,0.45579,204.33,0.42723,0.02856,"y","1"
213.03,0.51805,213.102,0.38526,0.13279,"y","1"
213.114,0.38738,213.18,0.09966,0.28772,"y","1"
213.192,0.10909,213.21,0.10197,0.00712,"n",NA
244.998,0.29751,245.064,0.17721,0.1203,"y","1"
256.902,0.28166,256.962,0.18627,0.09539,"y","1"
256.968,0.18666,256.98,0.1812,0.00545999999999999,"n",NA
256.992,0.18344,257.01,0.17582,0.00761999999999999,"n",NA
282.918,0.34302,282.96,0.3249,0.01812,"y","1"
286.014,0.35756,286.068,0.32313,0.03443,"y","1"
286.968,0.32045,287.04,0.02056,0.29989,"y","1"
287.082,0.03355,287.112,0.01859,0.01496,"n",NA
288.264,0.06212,288.342,0.03185,0.03027,"n",NA
361.224,0.02965,361.242,0,0.05555,"n",NA
361.338,0.03668,361.356,0.02278,0.0139,"n",NA
361.374,0.03468,361.392,0.02422,0.01046,"n",NA
361.41,0.03052,361.434,0.00599,0.02453,"n",NA
361.452,0.01843,361.47,0.00306,0.01537,"n",NA
