"Ptime","Pload","Vtime","Vload","yDelta"
119.946,0.01538,119.946,-0.01724,0.03262
175.086,0.1628,175.086,0.12547,0.03733
178.76401,0.11425,178.76401,0.07722,0.03703
311.02802,0.74737,311.02802,0.54774,0.19963
324.216,0.62584,324.216,0.56426,0.06158
382.746,1.08652,382.746,0.92066,0.16586
429.54599,1.06104,429.54599,0.6392,0.42184
440.38199,0.83896,440.38199,0.71883,0.12013
470.85001,1.08021,470.85001,1.01104,0.06917
472.65601,1.00899,472.65601,0.74773,0.26126
482.65799,0.88961,482.65799,0.66266,0.22695
536.86798,0.99131,536.86798,0.95478,0.0365300000000001
569.742,1.08523,569.742,0.90105,0.18418
570.10797,0.90781,570.10797,0.68422,0.22359
575.06403,0.74094,575.06403,0.36793,0.37301
637.67401,0.69852,637.67401,0.37539,0.32313
660.672,0.51792,660.672,0.44679,0.07113
