"Ptime","Pload","Vtime","Vload","yDelta"
121.854,0.17701,121.908,0.1291,0.04791
166.476,0.29304,166.476,0.13404,0.159
184.032,0.04057,184.032,0.00953,0.03104
274.734,0.35253,274.734,0.26675,0.08578
