"Ptime","Pload","Vtime","Vload","yDelta"
188.88,0.56704,188.88,0.47898,0.08806
201.678,0.63624,201.678,0.47619,0.16005
201.774,0.47244,201.774,0.43287,0.03957
202.932,0.43017,202.932,0.27524,0.15493
235.434,0.87096,235.434,0.62566,0.2453
263.898,1.19963,263.898,0.96185,0.23778
281.826,1.37347,281.826,0.98447,0.389
282.12,0.97881,282.12,0.74158,0.23723
298.932,1.27419,298.932,1.11198,0.16221
311.502,1.46123,311.502,1.31809,0.14314
319.884,1.50185,319.884,1.45845,0.0433999999999999
331.536,1.72315,331.536,1.50872,0.21443
332.856,1.51784,332.856,1.42578,0.09206
333.468,1.4141,333.468,0.49103,0.92307
343.146,0.84344,343.146,0.73996,0.10348
351.012,0.9602,351.012,0.86973,0.0904700000000001
357.252,1.04648,357.252,0.85829,0.18819
358.302,0.75695,358.302,0.72451,0.03244
359.364,0.71544,359.364,0.68241,0.03303
362.688,0.7683,362.688,0.49483,0.27347
362.898,0.47991,362.898,0.28415,0.19576
366.264,0.3059,366.264,0.17584,0.13006
408.072,0.57111,408.072,0.18034,0.39077
494.568,0.44428,494.568,-0.03632,0.4806
