"Ptime","Pload","Vtime","Vload","yDelta"
214.25999,0.69639,214.25999,0.59604,0.10035
228.666,0.73555,228.666,0.69156,0.0439900000000001
236.226,0.77675,236.226,0.69767,0.07908
260.57999,0.93404,260.57999,0.72539,0.20865
266.358,0.75379,266.358,0.67177,0.08202
266.42401,0.67201,266.42401,0.40567,0.26634
323.40601,1.06327,323.40601,0.89296,0.17031
337.806,1.1271,337.806,1.0832,0.0439000000000001
350.862,1.27178,350.862,1.24085,0.0309299999999999
372.84601,1.63092,372.84601,1.44964,0.18128
373.03799,1.44801,373.03799,1.02376,0.42425
374.004,1.01799,374.004,0.89936,0.11863
374.53201,0.89456,374.53201,0.77287,0.12169
396.66,1.11804,396.66,0.58493,0.53311
396.92401,0.56406,396.92401,0.40882,0.15524
410.16599,0.57912,410.16599,0.44462,0.1345
475.164,1.35436,475.164,1.31167,0.0426900000000001
487.10999,1.50842,487.10999,1.20976,0.29866
487.82401,1.23056,487.82401,0.55775,0.67281
