"Ptime","Pload","Vtime","Vload","yDelta"
153.072,0.31379,153.072,0.18302,0.13077
199.08,0.60878,199.08,0.55168,0.0571
206.136,0.62821,206.136,0.59755,0.03066
238.02,1.03592,238.02,0.97017,0.06575
239.634,0.94375,239.634,0.78276,0.16099
239.976,0.77786,239.976,0.66656,0.1113
241.056,0.65756,241.056,0.52554,0.13202
241.242,0.52482,241.242,0.46157,0.06325
242.214,0.45258,242.214,0.39799,0.05459
264.126,0.57792,264.126,0.44061,0.13731
275.772,0.52404,275.772,0.40334,0.1207
279.018,0.39605,279.018,0.35984,0.03621
286.89,0.42404,286.89,0.26569,0.15835
301.29,0.32671,301.29,0.06272,0.26399
