End date,"1/8/2017"
Specimen label,"11DG_Unk2"
Maximum Load,"0.18525",N

Time,Extension,Load
(s),(mm),(N)
"92.02200","9.38941","0.00789"
"92.02800","9.38989","0.00806"
"92.03400","9.39036","0.00814"
"92.04000","9.39090","0.00820"
"92.04600","9.39138","0.00831"
"92.05200","9.39186","0.00828"
"92.05800","9.39240","0.00814"
"92.06400","9.39288","0.00805"
"92.07000","9.39341","0.00794"
"92.07600","9.39389","0.00770"
"92.08200","9.39437","0.00748"
"92.08800","9.39491","0.00739"
"92.09400","9.39539","0.00750"
"92.10000","9.39593","0.00780"
"92.10600","9.39640","0.00807"
"92.11200","9.39694","0.00824"
"92.11800","9.39742","0.00840"
"92.12400","9.39790","0.00849"
"92.13000","9.39844","0.00838"
"92.13600","9.39892","0.00815"
"92.14200","9.39945","0.00793"
"92.14800","9.39993","0.00792"
"92.15400","9.40047","0.00784"
"92.16000","9.40095","0.00779"
"92.16600","9.40149","0.00784"
"92.17200","9.40196","0.00792"
"92.17800","9.40244","0.00809"
"92.18400","9.40298","0.00820"
"92.19000","9.40346","0.00809"
"92.19600","9.40400","0.00802"
"92.20200","9.40448","0.00798"
"92.20800","9.40495","0.00800"
"92.21400","9.40549","0.00802"
"92.22000","9.40597","0.00807"
"92.22600","9.40645","0.00809"
"92.23200","9.40699","0.00806"
"92.23800","9.40746","0.00814"
"92.24400","9.40794","0.00827"
"92.25000","9.40848","0.00826"
"92.25600","9.40896","0.00824"
"92.26200","9.40944","0.00828"
"92.26800","9.40998","0.00832"
"92.27400","9.41045","0.00817"
"92.28000","9.41093","0.00797"
"92.28600","9.41141","0.00779"
"92.29200","9.41195","0.00768"
"92.29800","9.41243","0.00770"
"92.30400","9.41290","0.00784"
"92.31000","9.41344","0.00806"
"92.31600","9.41392","0.00830"
"92.32200","9.41446","0.00844"
"92.32800","9.41494","0.00855"
"92.33400","9.41542","0.00859"
"92.34000","9.41595","0.00851"
"92.34600","9.41643","0.00843"
"92.35200","9.41691","0.00840"
"92.35800","9.41745","0.00845"
"92.36400","9.41793","0.00852"
"92.37000","9.41841","0.00866"
"92.37600","9.41888","0.00876"
"92.38200","9.41942","0.00876"
"92.38800","9.41990","0.00871"
"92.39400","9.42044","0.00862"
"92.40000","9.42092","0.00853"
"92.40600","9.42146","0.00849"
"92.41200","9.42193","0.00846"
"92.41800","9.42241","0.00836"
"92.42400","9.42289","0.00823"
"92.43000","9.42343","0.00809"
"92.43600","9.42391","0.00812"
"92.44200","9.42439","0.00808"
"92.44800","9.42492","0.00802"
"92.45400","9.42540","0.00795"
"92.46000","9.42594","0.00784"
"92.46600","9.42642","0.00771"
"92.47200","9.42690","0.00761"
"92.47800","9.42743","0.00754"
"92.48400","9.42791","0.00753"
"92.49000","9.42845","0.00744"
"92.49600","9.42893","0.00734"
"92.50200","9.42941","0.00739"
"92.50800","9.42989","0.00739"
"92.51400","9.43042","0.00739"
"92.52000","9.43090","0.00750"
"92.52600","9.43138","0.00766"
"92.53200","9.43192","0.00781"
"92.53800","9.43240","0.00799"
"92.54400","9.43288","0.00817"
"92.55000","9.43341","0.00824"
"92.55600","9.43389","0.00825"
"92.56200","9.43437","0.00830"
"92.56800","9.43491","0.00838"
"92.57400","9.43539","0.00834"
"92.58000","9.43592","0.00827"
"92.58600","9.43640","0.00823"
"92.59200","9.43688","0.00809"
"92.59800","9.43742","0.00794"
"92.60400","9.43790","0.00783"
"92.61000","9.43838","0.00776"
"92.61600","9.43891","0.00777"
"92.62200","9.43939","0.00776"
"92.62800","9.43987","0.00778"
"92.63400","9.44041","0.00778"
"92.64000","9.44089","0.00786"
"92.64600","9.44137","0.00778"
"92.65200","9.44190","0.00762"
"92.65800","9.44238","0.00759"
"92.66400","9.44292","0.00760"
"92.67000","9.44340","0.00769"
"92.67600","9.44394","0.00767"
"92.68200","9.44442","0.00765"
"92.68800","9.44495","0.00771"
"92.69400","9.44543","0.00784"
"92.70000","9.44591","0.00793"
"92.70600","9.44645","0.00794"
"92.71200","9.44693","0.00796"
"92.71800","9.44746","0.00794"
"92.72400","9.44794","0.00780"
"92.73000","9.44842","0.00766"
"92.73600","9.44896","0.00757"
"92.74200","9.44944","0.00754"
"92.74800","9.44991","0.00752"
"92.75400","9.45045","0.00759"
"92.76000","9.45093","0.00775"
"92.76600","9.45141","0.00789"
"92.77200","9.45189","0.00796"
"92.77800","9.45243","0.00809"
"92.78400","9.45290","0.00815"
"92.79000","9.45338","0.00818"
"92.79600","9.45392","0.00816"
"92.80200","9.45440","0.00800"
"92.80800","9.45494","0.00787"
"92.81400","9.45542","0.00779"
"92.82000","9.45589","0.00782"
"92.82600","9.45643","0.00786"
"92.83200","9.45691","0.00786"
"92.83800","9.45745","0.00790"
"92.84400","9.45793","0.00801"
"92.85000","9.45840","0.00806"
"92.85600","9.45894","0.00816"
"92.86200","9.45942","0.00830"
"92.86800","9.45990","0.00835"
"92.87400","9.46044","0.00840"
"92.88000","9.46092","0.00847"
"92.88600","9.46139","0.00857"
"92.89200","9.46187","0.00852"
"92.89800","9.46241","0.00856"
"92.90400","9.46289","0.00855"
"92.91000","9.46337","0.00846"
"92.91600","9.46385","0.00829"
"92.92200","9.46438","0.00818"
"92.92800","9.46486","0.00808"
"92.93400","9.46534","0.00805"
"92.94000","9.46588","0.00805"
"92.94600","9.46636","0.00805"
"92.95200","9.46690","0.00810"
"92.95800","9.46737","0.00805"
"92.96400","9.46791","0.00794"
"92.97000","9.46839","0.00791"
"92.97600","9.46893","0.00787"
"92.98200","9.46941","0.00792"
"92.98800","9.46988","0.00800"
"92.99400","9.47042","0.00796"
"93.00000","9.47090","0.00778"
"93.00600","9.47138","0.00775"
"93.01200","9.47192","0.00781"
"93.01800","9.47240","0.00786"
"93.02400","9.47287","0.00794"
"93.03000","9.47335","0.00800"
"93.03600","9.47389","0.00810"
"93.04200","9.47437","0.00827"
"93.04800","9.47485","0.00840"
"93.05400","9.47539","0.00859"
"93.06000","9.47586","0.00870"
"93.06600","9.47634","0.00868"
"93.07200","9.47682","0.00869"
"93.07800","9.47736","0.00875"
"93.08400","9.47784","0.00877"
"93.09000","9.47838","0.00877"
"93.09600","9.47885","0.00872"
"93.10200","9.47939","0.00858"
"93.10800","9.47987","0.00828"
"93.11400","9.48041","0.00802"
"93.12000","9.48089","0.00775"
"93.12600","9.48142","0.00766"
"93.13200","9.48190","0.00758"
"93.13800","9.48244","0.00758"
"93.14400","9.48292","0.00765"
"93.15000","9.48340","0.00766"
"93.15600","9.48388","0.00768"
"93.16200","9.48441","0.00777"
"93.16800","9.48489","0.00785"
"93.17400","9.48537","0.00799"
"93.18000","9.48585","0.00807"
"93.18600","9.48639","0.00813"
"93.19200","9.48687","0.00807"
"93.19800","9.48740","0.00796"
"93.20400","9.48788","0.00796"
"93.21000","9.48842","0.00798"
"93.21600","9.48890","0.00799"
"93.22200","9.48938","0.00796"
"93.22800","9.48991","0.00786"
"93.23400","9.49039","0.00788"
"93.24000","9.49093","0.00794"
"93.24600","9.49141","0.00812"
"93.25200","9.49195","0.00821"
"93.25800","9.49249","0.00825"
"93.26400","9.49296","0.00822"
"93.27000","9.49350","0.00825"
"93.27600","9.49398","0.00835"
"93.28200","9.49446","0.00844"
"93.28800","9.49494","0.00854"
"93.29400","9.49547","0.00861"
"93.30000","9.49595","0.00863"
"93.30600","9.49643","0.00865"
"93.31200","9.49691","0.00862"
"93.31800","9.49739","0.00860"
"93.32400","9.49793","0.00851"
"93.33000","9.49840","0.00838"
"93.33600","9.49894","0.00841"
"93.34200","9.49942","0.00846"
"93.34800","9.49996","0.00843"
"93.35400","9.50044","0.00841"
"93.36000","9.50092","0.00847"
"93.36600","9.50145","0.00836"
"93.37200","9.50193","0.00824"
"93.37800","9.50247","0.00843"
"93.38400","9.50295","0.00850"
"93.39000","9.50343","0.00838"
"93.39600","9.50397","0.00832"
"93.40200","9.50444","0.00827"
"93.40800","9.50498","0.00809"
"93.41400","9.50546","0.00802"
"93.42000","9.50594","0.00806"
"93.42600","9.50642","0.00795"
"93.43200","9.50695","0.00790"
"93.43800","9.50743","0.00792"
"93.44400","9.50791","0.00804"
"93.45000","9.50839","0.00813"
"93.45600","9.50893","0.00816"
"93.46200","9.50941","0.00831"
"93.46800","9.50988","0.00847"
"93.47400","9.51042","0.00859"
"93.48000","9.51090","0.00872"
"93.48600","9.51144","0.00882"
"93.49200","9.51192","0.00880"
"93.49800","9.51240","0.00879"
"93.50400","9.51293","0.00888"
"93.51000","9.51341","0.00895"
"93.51600","9.51389","0.00897"
"93.52200","9.51443","0.00886"
"93.52800","9.51491","0.00870"
"93.53400","9.51538","0.00857"
"93.54000","9.51592","0.00861"
"93.54600","9.51640","0.00867"
"93.55200","9.51694","0.00876"
"93.55800","9.51742","0.00873"
"93.56400","9.51790","0.00875"
"93.57000","9.51843","0.00872"
"93.57600","9.51891","0.00866"
"93.58200","9.51939","0.00861"
"93.58800","9.51993","0.00848"
"93.59400","9.52041","0.00827"
"93.60000","9.52089","0.00822"
"93.60600","9.52142","0.00819"
"93.61200","9.52190","0.00826"
"93.61800","9.52244","0.00839"
"93.62400","9.52292","0.00847"
"93.63000","9.52340","0.00856"
"93.63600","9.52393","0.00860"
"93.64200","9.52441","0.00852"
"93.64800","9.52489","0.00846"
"93.65400","9.52543","0.00849"
"93.66000","9.52591","0.00852"
"93.66600","9.52645","0.00858"
"93.67200","9.52692","0.00868"
"93.67800","9.52740","0.00867"
"93.68400","9.52794","0.00854"
"93.69000","9.52848","0.00843"
"93.69600","9.52896","0.00833"
"93.70200","9.52944","0.00828"
"93.70800","9.52991","0.00825"
"93.71400","9.53045","0.00824"
"93.72000","9.53093","0.00826"
"93.72600","9.53141","0.00835"
"93.73200","9.53195","0.00844"
"93.73800","9.53242","0.00851"
"93.74400","9.53296","0.00855"
"93.75000","9.53344","0.00856"
"93.75600","9.53392","0.00858"
"93.76200","9.53446","0.00858"
"93.76800","9.53493","0.00853"
"93.77400","9.53547","0.00841"
"93.78000","9.53595","0.00831"
"93.78600","9.53643","0.00841"
"93.79200","9.53697","0.00851"
"93.79800","9.53745","0.00858"
"93.80400","9.53792","0.00867"
"93.81000","9.53846","0.00885"
"93.81600","9.53894","0.00893"
"93.82200","9.53942","0.00897"
"93.82800","9.53996","0.00898"
"93.83400","9.54044","0.00885"
"93.84000","9.54091","0.00875"
"93.84600","9.54145","0.00874"
"93.85200","9.54193","0.00871"
"93.85800","9.54241","0.00868"
"93.86400","9.54295","0.00863"
"93.87000","9.54343","0.00866"
"93.87600","9.54396","0.00879"
"93.88200","9.54444","0.00893"
"93.88800","9.54498","0.00907"
"93.89400","9.54546","0.00912"
"93.90000","9.54600","0.00895"
"93.90600","9.54648","0.00865"
"93.91200","9.54695","0.00844"
"93.91800","9.54749","0.00843"
"93.92400","9.54797","0.00847"
"93.93000","9.54845","0.00845"
"93.93600","9.54899","0.00846"
"93.94200","9.54947","0.00840"
"93.94800","9.54994","0.00841"
"93.95400","9.55042","0.00833"
"93.96000","9.55096","0.00822"
"93.96600","9.55144","0.00820"
"93.97200","9.55192","0.00818"
"93.97800","9.55245","0.00820"
"93.98400","9.55293","0.00812"
"93.99000","9.55347","0.00798"
"93.99600","9.55395","0.00790"
"94.00200","9.55443","0.00814"
"94.00800","9.55491","0.00825"
"94.01400","9.55538","0.00829"
"94.02000","9.55592","0.00832"
"94.02600","9.55640","0.00830"
"94.03200","9.55688","0.00823"
"94.03800","9.55736","0.00824"
"94.04400","9.55790","0.00836"
"94.05000","9.55837","0.00843"
"94.05600","9.55885","0.00834"
"94.06200","9.55939","0.00819"
"94.06800","9.55987","0.00807"
"94.07400","9.56035","0.00800"
"94.08000","9.56088","0.00803"
"94.08600","9.56136","0.00822"
"94.09200","9.56184","0.00859"
"94.09800","9.56232","0.00883"
"94.10400","9.56286","0.00888"
"94.11000","9.56334","0.00889"
"94.11600","9.56387","0.00898"
"94.12200","9.56435","0.00898"
"94.12800","9.56483","0.00885"
"94.13400","9.56531","0.00865"
"94.14000","9.56585","0.00830"
"94.14600","9.56633","0.00802"
"94.15200","9.56686","0.00793"
"94.15800","9.56734","0.00792"
"94.16400","9.56788","0.00804"
"94.17000","9.56836","0.00822"
"94.17600","9.56884","0.00825"
"94.18200","9.56938","0.00840"
"94.18800","9.56985","0.00862"
"94.19400","9.57039","0.00883"
"94.20000","9.57087","0.00905"
"94.20600","9.57141","0.00910"
"94.21200","9.57189","0.00919"
"94.21800","9.57242","0.00913"
"94.22400","9.57290","0.00903"
"94.23000","9.57338","0.00887"
"94.23600","9.57392","0.00881"
"94.24200","9.57440","0.00876"
"94.24800","9.57493","0.00872"
"94.25400","9.57541","0.00875"
"94.26000","9.57595","0.00883"
"94.26600","9.57643","0.00889"
"94.27200","9.57691","0.00885"
"94.27800","9.57745","0.00885"
"94.28400","9.57792","0.00882"
"94.29000","9.57846","0.00875"
"94.29600","9.57894","0.00875"
"94.30200","9.57942","0.00876"
"94.30800","9.57996","0.00884"
"94.31400","9.58043","0.00887"
"94.32000","9.58091","0.00888"
"94.32600","9.58145","0.00895"
"94.33200","9.58193","0.00893"
"94.33800","9.58241","0.00881"
"94.34400","9.58289","0.00884"
"94.35000","9.58337","0.00892"
"94.35600","9.58390","0.00900"
"94.36200","9.58438","0.00905"
"94.36800","9.58486","0.00898"
"94.37400","9.58540","0.00887"
"94.38000","9.58588","0.00872"
"94.38600","9.58641","0.00853"
"94.39200","9.58689","0.00842"
"94.39800","9.58737","0.00838"
"94.40400","9.58791","0.00838"
"94.41000","9.58839","0.00841"
"94.41600","9.58893","0.00836"
"94.42200","9.58940","0.00828"
"94.42800","9.58988","0.00816"
"94.43400","9.59036","0.00809"
"94.44000","9.59090","0.00806"
"94.44600","9.59138","0.00812"
"94.45200","9.59186","0.00825"
"94.45800","9.59239","0.00845"
"94.46400","9.59287","0.00856"
"94.47000","9.59335","0.00869"
"94.47600","9.59389","0.00875"
"94.48200","9.59437","0.00878"
"94.48800","9.59490","0.00876"
"94.49400","9.59538","0.00884"
"94.50000","9.59586","0.00881"
"94.50600","9.59640","0.00867"
"94.51200","9.59688","0.00860"
"94.51800","9.59736","0.00868"
"94.52400","9.59789","0.00883"
"94.53000","9.59837","0.00891"
"94.53600","9.59885","0.00887"
"94.54200","9.59939","0.00884"
"94.54800","9.59987","0.00872"
"94.55400","9.60041","0.00872"
"94.56000","9.60088","0.00888"
"94.56600","9.60142","0.00889"
"94.57200","9.60190","0.00880"
"94.57800","9.60238","0.00880"
"94.58400","9.60286","0.00877"
"94.59000","9.60334","0.00870"
"94.59600","9.60387","0.00862"
"94.60200","9.60435","0.00851"
"94.60800","9.60483","0.00839"
"94.61400","9.60537","0.00829"
"94.62000","9.60585","0.00828"
"94.62600","9.60632","0.00843"
"94.63200","9.60680","0.00857"
"94.63800","9.60734","0.00868"
"94.64400","9.60782","0.00878"
"94.65000","9.60830","0.00885"
"94.65600","9.60884","0.00891"
"94.66200","9.60931","0.00905"
"94.66800","9.60979","0.00923"
"94.67400","9.61033","0.00930"
"94.68000","9.61081","0.00921"
"94.68600","9.61135","0.00899"
"94.69200","9.61182","0.00883"
"94.69800","9.61236","0.00873"
"94.70400","9.61290","0.00871"
"94.71000","9.61338","0.00885"
"94.71600","9.61386","0.00895"
"94.72200","9.61440","0.00900"
"94.72800","9.61487","0.00899"
"94.73400","9.61541","0.00900"
"94.74000","9.61589","0.00908"
"94.74600","9.61637","0.00895"
"94.75200","9.61685","0.00885"
"94.75800","9.61739","0.00876"
"94.76400","9.61786","0.00861"
"94.77000","9.61834","0.00848"
"94.77600","9.61888","0.00852"
"94.78200","9.61936","0.00873"
"94.78800","9.61990","0.00877"
"94.79400","9.62037","0.00871"
"94.80000","9.62091","0.00862"
"94.80600","9.62139","0.00854"
"94.81200","9.62193","0.00848"
"94.81800","9.62241","0.00846"
"94.82400","9.62295","0.00842"
"94.83000","9.62342","0.00822"
"94.83600","9.62396","0.00813"
"94.84200","9.62444","0.00811"
"94.84800","9.62498","0.00809"
"94.85400","9.62546","0.00821"
"94.86000","9.62594","0.00842"
"94.86600","9.62647","0.00854"
"94.87200","9.62695","0.00859"
"94.87800","9.62743","0.00867"
"94.88400","9.62797","0.00876"
"94.89000","9.62845","0.00881"
"94.89600","9.62892","0.00886"
"94.90200","9.62940","0.00881"
"94.90800","9.62988","0.00871"
"94.91400","9.63042","0.00854"
"94.92000","9.63090","0.00839"
"94.92600","9.63138","0.00844"
"94.93200","9.63185","0.00859"
"94.93800","9.63239","0.00864"
"94.94400","9.63287","0.00877"
"94.95000","9.63341","0.00897"
"94.95600","9.63389","0.00904"
"94.96200","9.63443","0.00909"
"94.96800","9.63490","0.00907"
"94.97400","9.63544","0.00910"
"94.98000","9.63592","0.00912"
"94.98600","9.63646","0.00914"
"94.99200","9.63694","0.00916"
"94.99800","9.63741","0.00906"
"95.00400","9.63789","0.00895"
"95.01000","9.63843","0.00893"
"95.01600","9.63891","0.00897"
"95.02200","9.63945","0.00893"
"95.02800","9.63993","0.00894"
"95.03400","9.64040","0.00895"
"95.04000","9.64088","0.00886"
"95.04600","9.64142","0.00874"
"95.05200","9.64190","0.00867"
"95.05800","9.64238","0.00867"
"95.06400","9.64292","0.00871"
"95.07000","9.64339","0.00876"
"95.07600","9.64387","0.00886"
"95.08200","9.64441","0.00898"
"95.08800","9.64489","0.00902"
"95.09400","9.64537","0.00920"
"95.10000","9.64591","0.00937"
"95.10600","9.64638","0.00939"
"95.11200","9.64686","0.00947"
"95.11800","9.64740","0.00953"
"95.12400","9.64788","0.00946"
"95.13000","9.64836","0.00939"
"95.13600","9.64890","0.00928"
"95.14200","9.64937","0.00920"
"95.14800","9.64985","0.00911"
"95.15400","9.65033","0.00896"
"95.16000","9.65081","0.00900"
"95.16600","9.65129","0.00906"
"95.17200","9.65182","0.00905"
"95.17800","9.65230","0.00908"
"95.18400","9.65278","0.00919"
"95.19000","9.65332","0.00925"
"95.19600","9.65380","0.00930"
"95.20200","9.65434","0.00929"
"95.20800","9.65481","0.00908"
"95.21400","9.65529","0.00886"
"95.22000","9.65583","0.00884"
"95.22600","9.65631","0.00885"
"95.23200","9.65679","0.00870"
"95.23800","9.65732","0.00850"
"95.24400","9.65786","0.00845"
"95.25000","9.65834","0.00846"
"95.25600","9.65888","0.00838"
"95.26200","9.65936","0.00840"
"95.26800","9.65990","0.00852"
"95.27400","9.66043","0.00863"
"95.28000","9.66091","0.00869"
"95.28600","9.66145","0.00873"
"95.29200","9.66193","0.00885"
"95.29800","9.66241","0.00897"
"95.30400","9.66294","0.00902"
"95.31000","9.66342","0.00897"
"95.31600","9.66390","0.00895"
"95.32200","9.66444","0.00896"
"95.32800","9.66492","0.00904"
"95.33400","9.66540","0.00906"
"95.34000","9.66593","0.00898"
"95.34600","9.66641","0.00866"
"95.35200","9.66695","0.00846"
"95.35800","9.66743","0.00832"
"95.36400","9.66791","0.00824"
"95.37000","9.66845","0.00819"
"95.37600","9.66892","0.00812"
"95.38200","9.66940","0.00815"
"95.38800","9.66994","0.00820"
"95.39400","9.67042","0.00826"
"95.40000","9.67096","0.00837"
"95.40600","9.67144","0.00851"
"95.41200","9.67197","0.00870"
"95.41800","9.67251","0.00891"
"95.42400","9.67299","0.00908"
"95.43000","9.67353","0.00913"
"95.43600","9.67401","0.00913"
"95.44200","9.67449","0.00914"
"95.44800","9.67496","0.00905"
"95.45400","9.67544","0.00889"
"95.46000","9.67592","0.00886"
"95.46600","9.67640","0.00879"
"95.47200","9.67694","0.00870"
"95.47800","9.67741","0.00864"
"95.48400","9.67789","0.00867"
"95.49000","9.67843","0.00881"
"95.49600","9.67891","0.00890"
"95.50200","9.67945","0.00892"
"95.50800","9.67993","0.00895"
"95.51400","9.68040","0.00908"
"95.52000","9.68094","0.00913"
"95.52600","9.68142","0.00922"
"95.53200","9.68196","0.00931"
"95.53800","9.68244","0.00930"
"95.54400","9.68297","0.00930"
"95.55000","9.68345","0.00925"
"95.55600","9.68399","0.00919"
"95.56200","9.68447","0.00919"
"95.56800","9.68495","0.00918"
"95.57400","9.68549","0.00911"
"95.58000","9.68596","0.00903"
"95.58600","9.68644","0.00906"
"95.59200","9.68692","0.00923"
"95.59800","9.68740","0.00930"
"95.60400","9.68794","0.00930"
"95.61000","9.68842","0.00938"
"95.61600","9.68889","0.00952"
"95.62200","9.68937","0.00946"
"95.62800","9.68991","0.00939"
"95.63400","9.69039","0.00944"
"95.64000","9.69087","0.00947"
"95.64600","9.69135","0.00963"
"95.65200","9.69188","0.00978"
"95.65800","9.69236","0.00970"
"95.66400","9.69284","0.00954"
"95.67000","9.69338","0.00939"
"95.67600","9.69386","0.00948"
"95.68200","9.69433","0.00953"
"95.68800","9.69487","0.00947"
"95.69400","9.69535","0.00935"
"95.70000","9.69583","0.00918"
"95.70600","9.69637","0.00896"
"95.71200","9.69685","0.00875"
"95.71800","9.69738","0.00866"
"95.72400","9.69786","0.00851"
"95.73000","9.69834","0.00841"
"95.73600","9.69882","0.00841"
"95.74200","9.69936","0.00851"
"95.74800","9.69984","0.00867"
"95.75400","9.70031","0.00885"
"95.76000","9.70085","0.00901"
"95.76600","9.70133","0.00914"
"95.77200","9.70187","0.00914"
"95.77800","9.70235","0.00912"
"95.78400","9.70282","0.00907"
"95.79000","9.70336","0.00901"
"95.79600","9.70384","0.00889"
"95.80200","9.70438","0.00885"
"95.80800","9.70486","0.00894"
"95.81400","9.70540","0.00907"
"95.82000","9.70587","0.00921"
"95.82600","9.70641","0.00934"
"95.83200","9.70689","0.00943"
"95.83800","9.70737","0.00943"
"95.84400","9.70791","0.00934"
"95.85000","9.70845","0.00922"
"95.85600","9.70892","0.00904"
"95.86200","9.70946","0.00894"
"95.86800","9.70994","0.00890"
"95.87400","9.71042","0.00898"
"95.88000","9.71090","0.00921"
"95.88600","9.71143","0.00934"
"95.89200","9.71191","0.00941"
"95.89800","9.71245","0.00944"
"95.90400","9.71293","0.00947"
"95.91000","9.71341","0.00949"
"95.91600","9.71395","0.00943"
"95.92200","9.71442","0.00932"
"95.92800","9.71496","0.00923"
"95.93400","9.71544","0.00923"
"95.94000","9.71592","0.00925"
"95.94600","9.71646","0.00927"
"95.95200","9.71694","0.00918"
"95.95800","9.71747","0.00902"
"95.96400","9.71795","0.00879"
"95.97000","9.71843","0.00870"
"95.97600","9.71897","0.00883"
"95.98200","9.71945","0.00910"
"95.98800","9.71992","0.00930"
"95.99400","9.72046","0.00952"
"96.00000","9.72094","0.00958"
"96.00600","9.72142","0.00945"
"96.01200","9.72190","0.00939"
"96.01800","9.72244","0.00937"
"96.02400","9.72291","0.00942"
"96.03000","9.72339","0.00939"
"96.03600","9.72393","0.00930"
"96.04200","9.72441","0.00911"
"96.04800","9.72495","0.00898"
"96.05400","9.72543","0.00884"
"96.06000","9.72596","0.00902"
"96.06600","9.72644","0.00927"
"96.07200","9.72692","0.00945"
"96.07800","9.72746","0.00962"
"96.08400","9.72794","0.00962"
"96.09000","9.72841","0.00955"
"96.09600","9.72889","0.00955"
"96.10200","9.72943","0.00965"
"96.10800","9.72991","0.00980"
"96.11400","9.73045","0.00976"
"96.12000","9.73093","0.00976"
"96.12600","9.73140","0.00976"
"96.13200","9.73194","0.00975"
"96.13800","9.73242","0.00970"
"96.14400","9.73290","0.00969"
"96.15000","9.73344","0.00962"
"96.15600","9.73392","0.00953"
"96.16200","9.73439","0.00949"
"96.16800","9.73493","0.00949"
"96.17400","9.73541","0.00940"
"96.18000","9.73589","0.00930"
"96.18600","9.73643","0.00927"
"96.19200","9.73691","0.00923"
"96.19800","9.73744","0.00923"
"96.20400","9.73792","0.00927"
"96.21000","9.73840","0.00934"
"96.21600","9.73894","0.00935"
"96.22200","9.73942","0.00934"
"96.22800","9.73989","0.00944"
"96.23400","9.74043","0.00943"
"96.24000","9.74091","0.00947"
"96.24600","9.74139","0.00961"
"96.25200","9.74193","0.00987"
"96.25800","9.74240","0.01002"
"96.26400","9.74288","0.00991"
"96.27000","9.74336","0.00962"
"96.27600","9.74390","0.00943"
"96.28200","9.74438","0.00923"
"96.28800","9.74486","0.00900"
"96.29400","9.74539","0.00897"
"96.30000","9.74587","0.00905"
"96.30600","9.74635","0.00899"
"96.31200","9.74689","0.00888"
"96.31800","9.74737","0.00880"
"96.32400","9.74785","0.00875"
"96.33000","9.74838","0.00864"
"96.33600","9.74886","0.00860"
"96.34200","9.74934","0.00870"
"96.34800","9.74988","0.00872"
"96.35400","9.75036","0.00862"
"96.36000","9.75090","0.00861"
"96.36600","9.75137","0.00864"
"96.37200","9.75185","0.00862"
"96.37800","9.75239","0.00863"
"96.38400","9.75287","0.00858"
"96.39000","9.75341","0.00860"
"96.39600","9.75388","0.00865"
"96.40200","9.75442","0.00882"
"96.40800","9.75490","0.00898"
"96.41400","9.75544","0.00905"
"96.42000","9.75592","0.00903"
"96.42600","9.75646","0.00894"
"96.43200","9.75694","0.00888"
"96.43800","9.75741","0.00881"
"96.44400","9.75795","0.00875"
"96.45000","9.75843","0.00865"
"96.45600","9.75891","0.00868"
"96.46200","9.75945","0.00878"
"96.46800","9.75992","0.00893"
"96.47400","9.76046","0.00891"
"96.48000","9.76094","0.00887"
"96.48600","9.76148","0.00891"
"96.49200","9.76196","0.00900"
"96.49800","9.76243","0.00909"
"96.50400","9.76297","0.00908"
"96.51000","9.76345","0.00911"
"96.51600","9.76393","0.00921"
"96.52200","9.76447","0.00924"
"96.52800","9.76495","0.00922"
"96.53400","9.76542","0.00928"
"96.54000","9.76596","0.00928"
"96.54600","9.76644","0.00924"
"96.55200","9.76698","0.00929"
"96.55800","9.76746","0.00930"
"96.56400","9.76799","0.00932"
"96.57000","9.76847","0.00929"
"96.57600","9.76901","0.00927"
"96.58200","9.76949","0.00933"
"96.58800","9.76997","0.00940"
"96.59400","9.77045","0.00958"
"96.60000","9.77093","0.00965"
"96.60600","9.77146","0.00970"
"96.61200","9.77194","0.00969"
"96.61800","9.77242","0.00964"
"96.62400","9.77296","0.00961"
"96.63000","9.77343","0.00955"
"96.63600","9.77391","0.00963"
"96.64200","9.77445","0.00968"
"96.64800","9.77493","0.00960"
"96.65400","9.77541","0.00943"
"96.66000","9.77589","0.00926"
"96.66600","9.77642","0.00917"
"96.67200","9.77690","0.00897"
"96.67800","9.77738","0.00891"
"96.68400","9.77792","0.00900"
"96.69000","9.77840","0.00910"
"96.69600","9.77894","0.00918"
"96.70200","9.77941","0.00929"
"96.70800","9.77995","0.00942"
"96.71400","9.78043","0.00950"
"96.72000","9.78097","0.00947"
"96.72600","9.78145","0.00941"
"96.73200","9.78193","0.00950"
"96.73800","9.78240","0.00954"
"96.74400","9.78294","0.00953"
"96.75000","9.78342","0.00946"
"96.75600","9.78390","0.00939"
"96.76200","9.78438","0.00927"
"96.76800","9.78491","0.00922"
"96.77400","9.78539","0.00928"
"96.78000","9.78593","0.00948"
"96.78600","9.78641","0.00971"
"96.79200","9.78689","0.00983"
"96.79800","9.78743","0.00977"
"96.80400","9.78790","0.00956"
"96.81000","9.78838","0.00951"
"96.81600","9.78892","0.00956"
"96.82200","9.78940","0.00951"
"96.82800","9.78988","0.00944"
"96.83400","9.79042","0.00942"
"96.84000","9.79089","0.00940"
"96.84600","9.79143","0.00945"
"96.85200","9.79191","0.00936"
"96.85800","9.79239","0.00934"
"96.86400","9.79293","0.00942"
"96.87000","9.79341","0.00936"
"96.87600","9.79394","0.00927"
"96.88200","9.79442","0.00920"
"96.88800","9.79490","0.00915"
"96.89400","9.79544","0.00927"
"96.90000","9.79592","0.00936"
"96.90600","9.79640","0.00938"
"96.91200","9.79687","0.00940"
"96.91800","9.79741","0.00943"
"96.92400","9.79789","0.00945"
"96.93000","9.79837","0.00941"
