End date,"1/8/2017"
Specimen label,"11DG_unk1"
Maximum Load,"0.74045",N

Time,Extension,Load
(s),(mm),(N)
"34.74000","2.89519","0.01060"
"34.74600","2.89573","0.01064"
"34.75200","2.89620","0.01065"
"34.75800","2.89668","0.01057"
"34.76400","2.89722","0.01059"
"34.77000","2.89770","0.01070"
"34.77600","2.89824","0.01093"
"34.78200","2.89872","0.01105"
"34.78800","2.89925","0.01113"
"34.79400","2.89973","0.01114"
"34.80000","2.90021","0.01121"
"34.80600","2.90075","0.01122"
"34.81200","2.90123","0.01120"
"34.81800","2.90171","0.01111"
"34.82400","2.90218","0.01096"
"34.83000","2.90266","0.01084"
"34.83600","2.90320","0.01071"
"34.84200","2.90368","0.01070"
"34.84800","2.90416","0.01085"
"34.85400","2.90464","0.01110"
"34.86000","2.90517","0.01119"
"34.86600","2.90565","0.01120"
"34.87200","2.90613","0.01123"
"34.87800","2.90667","0.01109"
"34.88400","2.90715","0.01104"
"34.89000","2.90762","0.01117"
"34.89600","2.90816","0.01118"
"34.90200","2.90864","0.01113"
"34.90800","2.90918","0.01108"
"34.91400","2.90966","0.01111"
"34.92000","2.91020","0.01110"
"34.92600","2.91067","0.01102"
"34.93200","2.91121","0.01085"
"34.93800","2.91169","0.01077"
"34.94400","2.91223","0.01071"
"34.95000","2.91271","0.01064"
"34.95600","2.91324","0.01062"
"34.96200","2.91372","0.01064"
"34.96800","2.91420","0.01062"
"34.97400","2.91474","0.01077"
"34.98000","2.91522","0.01081"
"34.98600","2.91570","0.01073"
"34.99200","2.91617","0.01087"
"34.99800","2.91671","0.01111"
"35.00400","2.91719","0.01129"
"35.01000","2.91767","0.01134"
"35.01600","2.91821","0.01135"
"35.02200","2.91869","0.01134"
"35.02800","2.91922","0.01130"
"35.03400","2.91970","0.01129"
"35.04000","2.92024","0.01129"
"35.04600","2.92072","0.01131"
"35.05200","2.92126","0.01137"
"35.05800","2.92174","0.01138"
"35.06400","2.92227","0.01146"
"35.07000","2.92275","0.01153"
"35.07600","2.92323","0.01150"
"35.08200","2.92377","0.01148"
"35.08800","2.92425","0.01145"
"35.09400","2.92472","0.01143"
"35.10000","2.92526","0.01139"
"35.10600","2.92574","0.01142"
"35.11200","2.92622","0.01143"
"35.11800","2.92670","0.01138"
"35.12400","2.92724","0.01128"
"35.13000","2.92771","0.01137"
"35.13600","2.92819","0.01149"
"35.14200","2.92873","0.01149"
"35.14800","2.92921","0.01144"
"35.15400","2.92969","0.01147"
"35.16000","2.93023","0.01141"
"35.16600","2.93070","0.01136"
"35.17200","2.93118","0.01131"
"35.17800","2.93172","0.01140"
"35.18400","2.93220","0.01142"
"35.19000","2.93274","0.01133"
"35.19600","2.93321","0.01126"
"35.20200","2.93375","0.01118"
"35.20800","2.93429","0.01114"
"35.21400","2.93477","0.01121"
"35.22000","2.93531","0.01126"
"35.22600","2.93579","0.01129"
"35.23200","2.93626","0.01120"
"35.23800","2.93674","0.01117"
"35.24400","2.93728","0.01120"
"35.25000","2.93776","0.01112"
"35.25600","2.93824","0.01099"
"35.26200","2.93872","0.01090"
"35.26800","2.93925","0.01090"
"35.27400","2.93973","0.01089"
"35.28000","2.94021","0.01080"
"35.28600","2.94075","0.01075"
"35.29200","2.94123","0.01077"
"35.29800","2.94170","0.01083"
"35.30400","2.94224","0.01092"
"35.31000","2.94272","0.01097"
"35.31600","2.94320","0.01102"
"35.32200","2.94368","0.01091"
"35.32800","2.94422","0.01087"
"35.33400","2.94469","0.01088"
"35.34000","2.94523","0.01091"
"35.34600","2.94571","0.01100"
"35.35200","2.94619","0.01103"
"35.35800","2.94673","0.01117"
"35.36400","2.94721","0.01127"
"35.37000","2.94774","0.01132"
"35.37600","2.94822","0.01125"
"35.38200","2.94870","0.01121"
"35.38800","2.94918","0.01123"
"35.39400","2.94966","0.01137"
"35.40000","2.95019","0.01149"
"35.40600","2.95067","0.01155"
"35.41200","2.95115","0.01149"
"35.41800","2.95169","0.01139"
"35.42400","2.95217","0.01123"
"35.43000","2.95265","0.01102"
"35.43600","2.95318","0.01082"
"35.44200","2.95366","0.01066"
"35.44800","2.95414","0.01070"
"35.45400","2.95468","0.01071"
"35.46000","2.95516","0.01055"
"35.46600","2.95564","0.01044"
"35.47200","2.95611","0.01053"
"35.47800","2.95665","0.01065"
"35.48400","2.95713","0.01071"
"35.49000","2.95767","0.01077"
"35.49600","2.95815","0.01085"
"35.50200","2.95868","0.01080"
"35.50800","2.95916","0.01080"
"35.51400","2.95964","0.01094"
"35.52000","2.96018","0.01106"
"35.52600","2.96066","0.01107"
"35.53200","2.96120","0.01112"
"35.53800","2.96167","0.01127"
"35.54400","2.96221","0.01139"
"35.55000","2.96269","0.01145"
"35.55600","2.96317","0.01156"
"35.56200","2.96371","0.01162"
"35.56800","2.96419","0.01147"
"35.57400","2.96472","0.01122"
"35.58000","2.96526","0.01109"
"35.58600","2.96574","0.01100"
"35.59200","2.96622","0.01098"
"35.59800","2.96676","0.01106"
"35.60400","2.96724","0.01112"
"35.61000","2.96771","0.01117"
"35.61600","2.96825","0.01124"
"35.62200","2.96873","0.01128"
"35.62800","2.96921","0.01134"
"35.63400","2.96975","0.01139"
"35.64000","2.97022","0.01138"
"35.64600","2.97076","0.01138"
"35.65200","2.97124","0.01134"
"35.65800","2.97172","0.01122"
"35.66400","2.97226","0.01116"
"35.67000","2.97274","0.01114"
"35.67600","2.97321","0.01113"
"35.68200","2.97369","0.01120"
"35.68800","2.97423","0.01121"
"35.69400","2.97471","0.01108"
"35.70000","2.97519","0.01090"
"35.70600","2.97572","0.01080"
"35.71200","2.97620","0.01071"
"35.71800","2.97674","0.01072"
"35.72400","2.97722","0.01089"
"35.73000","2.97770","0.01106"
"35.73600","2.97824","0.01113"
"35.74200","2.97871","0.01113"
"35.74800","2.97919","0.01112"
"35.75400","2.97973","0.01111"
"35.76000","2.98021","0.01105"
"35.76600","2.98069","0.01102"
"35.77200","2.98123","0.01102"
"35.77800","2.98170","0.01097"
"35.78400","2.98218","0.01075"
"35.79000","2.98272","0.01063"
"35.79600","2.98320","0.01066"
"35.80200","2.98368","0.01075"
"35.80800","2.98422","0.01081"
"35.81400","2.98469","0.01089"
"35.82000","2.98517","0.01110"
"35.82600","2.98571","0.01120"
"35.83200","2.98619","0.01134"
"35.83800","2.98673","0.01148"
"35.84400","2.98720","0.01161"
"35.85000","2.98774","0.01162"
"35.85600","2.98822","0.01150"
"35.86200","2.98876","0.01147"
"35.86800","2.98924","0.01149"
"35.87400","2.98972","0.01141"
"35.88000","2.99019","0.01137"
"35.88600","2.99073","0.01130"
"35.89200","2.99121","0.01120"
"35.89800","2.99169","0.01108"
"35.90400","2.99223","0.01094"
"35.91000","2.99271","0.01089"
"35.91600","2.99318","0.01093"
"35.92200","2.99372","0.01088"
"35.92800","2.99420","0.01083"
"35.93400","2.99468","0.01074"
"35.94000","2.99522","0.01068"
"35.94600","2.99569","0.01079"
"35.95200","2.99617","0.01081"
"35.95800","2.99665","0.01084"
"35.96400","2.99719","0.01094"
"35.97000","2.99767","0.01099"
"35.97600","2.99815","0.01096"
"35.98200","2.99868","0.01113"
"35.98800","2.99916","0.01124"
"35.99400","2.99964","0.01123"
"36.00000","3.00018","0.01110"
"36.00600","3.00066","0.01103"
"36.01200","3.00114","0.01099"
"36.01800","3.00167","0.01088"
"36.02400","3.00215","0.01076"
"36.03000","3.00263","0.01059"
"36.03600","3.00317","0.01055"
"36.04200","3.00365","0.01051"
"36.04800","3.00413","0.01064"
"36.05400","3.00466","0.01084"
"36.06000","3.00520","0.01100"
"36.06600","3.00568","0.01106"
"36.07200","3.00616","0.01116"
"36.07800","3.00670","0.01123"
"36.08400","3.00717","0.01129"
"36.09000","3.00771","0.01126"
"36.09600","3.00819","0.01121"
"36.10200","3.00867","0.01124"
"36.10800","3.00921","0.01122"
"36.11400","3.00969","0.01123"
"36.12000","3.01016","0.01125"
"36.12600","3.01070","0.01122"
"36.13200","3.01118","0.01112"
"36.13800","3.01172","0.01113"
"36.14400","3.01220","0.01112"
"36.15000","3.01273","0.01109"
"36.15600","3.01321","0.01112"
"36.16200","3.01369","0.01123"
"36.16800","3.01423","0.01131"
"36.17400","3.01471","0.01139"
"36.18000","3.01525","0.01153"
"36.18600","3.01572","0.01149"
"36.19200","3.01620","0.01140"
"36.19800","3.01668","0.01135"
"36.20400","3.01722","0.01130"
"36.21000","3.01770","0.01137"
"36.21600","3.01824","0.01146"
"36.22200","3.01871","0.01152"
"36.22800","3.01925","0.01153"
"36.23400","3.01973","0.01143"
"36.24000","3.02021","0.01132"
"36.24600","3.02075","0.01129"
"36.25200","3.02122","0.01137"
"36.25800","3.02170","0.01136"
"36.26400","3.02224","0.01137"
"36.27000","3.02272","0.01139"
"36.27600","3.02320","0.01138"
"36.28200","3.02374","0.01140"
"36.28800","3.02421","0.01140"
"36.29400","3.02469","0.01128"
"36.30000","3.02517","0.01123"
"36.30600","3.02571","0.01137"
"36.31200","3.02619","0.01135"
"36.31800","3.02667","0.01121"
"36.32400","3.02720","0.01116"
"36.33000","3.02768","0.01109"
"36.33600","3.02816","0.01107"
"36.34200","3.02870","0.01105"
"36.34800","3.02918","0.01098"
"36.35400","3.02971","0.01092"
"36.36000","3.03019","0.01081"
"36.36600","3.03073","0.01064"
"36.37200","3.03121","0.01066"
"36.37800","3.03175","0.01081"
"36.38400","3.03223","0.01101"
"36.39000","3.03270","0.01107"
"36.39600","3.03324","0.01115"
"36.40200","3.03372","0.01123"
"36.40800","3.03420","0.01126"
"36.41400","3.03468","0.01127"
"36.42000","3.03516","0.01132"
"36.42600","3.03569","0.01140"
"36.43200","3.03617","0.01156"
"36.43800","3.03665","0.01176"
"36.44400","3.03719","0.01201"
"36.45000","3.03767","0.01208"
"36.45600","3.03815","0.01208"
"36.46200","3.03868","0.01204"
"36.46800","3.03916","0.01192"
"36.47400","3.03970","0.01186"
"36.48000","3.04018","0.01177"
"36.48600","3.04066","0.01164"
"36.49200","3.04119","0.01157"
"36.49800","3.04167","0.01142"
"36.50400","3.04221","0.01135"
"36.51000","3.04269","0.01137"
"36.51600","3.04317","0.01132"
"36.52200","3.04371","0.01132"
"36.52800","3.04418","0.01133"
"36.53400","3.04466","0.01123"
"36.54000","3.04520","0.01104"
"36.54600","3.04568","0.01091"
"36.55200","3.04616","0.01085"
"36.55800","3.04664","0.01086"
"36.56400","3.04717","0.01092"
"36.57000","3.04765","0.01097"
"36.57600","3.04813","0.01099"
"36.58200","3.04861","0.01107"
"36.58800","3.04915","0.01116"
"36.59400","3.04963","0.01114"
"36.60000","3.05016","0.01112"
"36.60600","3.05064","0.01109"
"36.61200","3.05118","0.01111"
"36.61800","3.05166","0.01108"
"36.62400","3.05220","0.01105"
"36.63000","3.05267","0.01103"
"36.63600","3.05321","0.01115"
"36.64200","3.05369","0.01130"
"36.64800","3.05423","0.01142"
"36.65400","3.05471","0.01143"
"36.66000","3.05525","0.01130"
"36.66600","3.05572","0.01112"
"36.67200","3.05626","0.01103"
"36.67800","3.05674","0.01102"
"36.68400","3.05728","0.01103"
"36.69000","3.05776","0.01120"
"36.69600","3.05823","0.01135"
"36.70200","3.05877","0.01132"
"36.70800","3.05925","0.01118"
"36.71400","3.05979","0.01108"
"36.72000","3.06027","0.01108"
"36.72600","3.06075","0.01112"
"36.73200","3.06122","0.01118"
"36.73800","3.06176","0.01110"
"36.74400","3.06224","0.01107"
"36.75000","3.06272","0.01107"
"36.75600","3.06326","0.01105"
"36.76200","3.06374","0.01102"
"36.76800","3.06427","0.01099"
"36.77400","3.06475","0.01093"
"36.78000","3.06523","0.01099"
"36.78600","3.06577","0.01106"
"36.79200","3.06625","0.01130"
"36.79800","3.06678","0.01145"
"36.80400","3.06726","0.01148"
"36.81000","3.06774","0.01144"
"36.81600","3.06828","0.01130"
"36.82200","3.06876","0.01120"
"36.82800","3.06924","0.01120"
"36.83400","3.06971","0.01122"
"36.84000","3.07019","0.01138"
"36.84600","3.07067","0.01147"
"36.85200","3.07121","0.01140"
"36.85800","3.07169","0.01126"
"36.86400","3.07223","0.01118"
"36.87000","3.07270","0.01112"
"36.87600","3.07318","0.01115"
"36.88200","3.07372","0.01137"
"36.88800","3.07420","0.01150"
"36.89400","3.07468","0.01153"
"36.90000","3.07522","0.01145"
"36.90600","3.07569","0.01128"
"36.91200","3.07623","0.01120"
"36.91800","3.07671","0.01115"
"36.92400","3.07725","0.01114"
"36.93000","3.07773","0.01121"
"36.93600","3.07820","0.01128"
"36.94200","3.07874","0.01126"
"36.94800","3.07922","0.01112"
"36.95400","3.07976","0.01100"
"36.96000","3.08024","0.01094"
"36.96600","3.08072","0.01083"
"36.97200","3.08119","0.01084"
"36.97800","3.08173","0.01084"
"36.98400","3.08221","0.01084"
"36.99000","3.08269","0.01092"
"36.99600","3.08323","0.01101"
"37.00200","3.08370","0.01097"
"37.00800","3.08418","0.01094"
"37.01400","3.08472","0.01095"
"37.02000","3.08520","0.01100"
"37.02600","3.08568","0.01103"
"37.03200","3.08616","0.01110"
"37.03800","3.08669","0.01122"
"37.04400","3.08717","0.01130"
"37.05000","3.08765","0.01139"
"37.05600","3.08819","0.01146"
"37.06200","3.08867","0.01142"
"37.06800","3.08921","0.01136"
"37.07400","3.08968","0.01126"
"37.08000","3.09022","0.01119"
"37.08600","3.09070","0.01112"
"37.09200","3.09124","0.01111"
"37.09800","3.09172","0.01110"
"37.10400","3.09225","0.01115"
"37.11000","3.09273","0.01116"
"37.11600","3.09321","0.01119"
"37.12200","3.09375","0.01130"
"37.12800","3.09423","0.01144"
"37.13400","3.09471","0.01147"
"37.14000","3.09518","0.01138"
"37.14600","3.09566","0.01139"
"37.15200","3.09620","0.01136"
"37.15800","3.09668","0.01136"
"37.16400","3.09716","0.01135"
"37.17000","3.09770","0.01133"
"37.17600","3.09817","0.01120"
"37.18200","3.09871","0.01108"
"37.18800","3.09919","0.01095"
"37.19400","3.09973","0.01085"
"37.20000","3.10021","0.01078"
"37.20600","3.10075","0.01076"
"37.21200","3.10122","0.01078"
"37.21800","3.10176","0.01081"
"37.22400","3.10224","0.01092"
"37.23000","3.10278","0.01115"
"37.23600","3.10326","0.01115"
"37.24200","3.10379","0.01104"
"37.24800","3.10427","0.01094"
"37.25400","3.10475","0.01095"
"37.26000","3.10529","0.01102"
"37.26600","3.10577","0.01108"
"37.27200","3.10625","0.01117"
"37.27800","3.10672","0.01124"
"37.28400","3.10720","0.01132"
"37.29000","3.10768","0.01137"
"37.29600","3.10822","0.01141"
"37.30200","3.10870","0.01144"
"37.30800","3.10918","0.01141"
"37.31400","3.10965","0.01144"
"37.32000","3.11019","0.01135"
"37.32600","3.11067","0.01120"
"37.33200","3.11121","0.01112"
"37.33800","3.11169","0.01114"
"37.34400","3.11216","0.01126"
"37.35000","3.11270","0.01136"
"37.35600","3.11318","0.01142"
"37.36200","3.11372","0.01138"
"37.36800","3.11420","0.01124"
"37.37400","3.11474","0.01105"
"37.38000","3.11521","0.01103"
"37.38600","3.11575","0.01104"
"37.39200","3.11623","0.01112"
"37.39800","3.11671","0.01124"
"37.40400","3.11719","0.01141"
"37.41000","3.11773","0.01145"
"37.41600","3.11820","0.01148"
"37.42200","3.11868","0.01148"
"37.42800","3.11916","0.01158"
"37.43400","3.11970","0.01160"
"37.44000","3.12018","0.01153"
"37.44600","3.12065","0.01150"
"37.45200","3.12119","0.01148"
"37.45800","3.12167","0.01141"
"37.46400","3.12215","0.01133"
"37.47000","3.12263","0.01132"
"37.47600","3.12317","0.01128"
"37.48200","3.12364","0.01141"
"37.48800","3.12418","0.01142"
"37.49400","3.12466","0.01144"
"37.50000","3.12520","0.01144"
"37.50600","3.12568","0.01146"
"37.51200","3.12622","0.01147"
"37.51800","3.12669","0.01137"
"37.52400","3.12723","0.01127"
"37.53000","3.12771","0.01124"
"37.53600","3.12819","0.01134"
"37.54200","3.12873","0.01149"
"37.54800","3.12920","0.01149"
"37.55400","3.12968","0.01140"
"37.56000","3.13016","0.01133"
"37.56600","3.13070","0.01116"
"37.57200","3.13118","0.01106"
"37.57800","3.13166","0.01108"
"37.58400","3.13213","0.01120"
"37.59000","3.13267","0.01123"
"37.59600","3.13315","0.01118"
"37.60200","3.13363","0.01120"
"37.60800","3.13417","0.01128"
"37.61400","3.13465","0.01149"
"37.62000","3.13512","0.01163"
"37.62600","3.13566","0.01159"
"37.63200","3.13614","0.01151"
"37.63800","3.13662","0.01147"
"37.64400","3.13716","0.01158"
"37.65000","3.13770","0.01178"
"37.65600","3.13817","0.01186"
"37.66200","3.13871","0.01181"
"37.66800","3.13919","0.01174"
"37.67400","3.13973","0.01165"
"37.68000","3.14021","0.01162"
"37.68600","3.14068","0.01166"
"37.69200","3.14116","0.01164"
"37.69800","3.14164","0.01159"
"37.70400","3.14218","0.01157"
"37.71000","3.14266","0.01158"
"37.71600","3.14314","0.01154"
"37.72200","3.14367","0.01149"
"37.72800","3.14415","0.01143"
"37.73400","3.14469","0.01135"
"37.74000","3.14517","0.01120"
"37.74600","3.14571","0.01113"
"37.75200","3.14618","0.01121"
"37.75800","3.14666","0.01124"
"37.76400","3.14720","0.01126"
"37.77000","3.14768","0.01124"
"37.77600","3.14822","0.01134"
"37.78200","3.14870","0.01154"
"37.78800","3.14917","0.01177"
"37.79400","3.14971","0.01191"
"37.80000","3.15025","0.01193"
"37.80600","3.15073","0.01195"
"37.81200","3.15127","0.01190"
"37.81800","3.15175","0.01185"
"37.82400","3.15222","0.01182"
"37.83000","3.15270","0.01176"
"37.83600","3.15324","0.01178"
"37.84200","3.15372","0.01179"
"37.84800","3.15420","0.01182"
"37.85400","3.15468","0.01187"
"37.86000","3.15521","0.01193"
"37.86600","3.15569","0.01180"
"37.87200","3.15623","0.01170"
"37.87800","3.15671","0.01158"
"37.88400","3.15725","0.01150"
"37.89000","3.15772","0.01148"
"37.89600","3.15826","0.01155"
"37.90200","3.15874","0.01162"
"37.90800","3.15922","0.01157"
"37.91400","3.15970","0.01161"
"37.92000","3.16024","0.01164"
"37.92600","3.16071","0.01162"
"37.93200","3.16119","0.01164"
"37.93800","3.16173","0.01169"
"37.94400","3.16221","0.01161"
"37.95000","3.16275","0.01152"
"37.95600","3.16323","0.01143"
"37.96200","3.16370","0.01142"
"37.96800","3.16424","0.01151"
"37.97400","3.16472","0.01154"
"37.98000","3.16520","0.01160"
"37.98600","3.16568","0.01172"
"37.99200","3.16621","0.01193"
"37.99800","3.16669","0.01199"
"38.00400","3.16717","0.01196"
"38.01000","3.16771","0.01182"
"38.01600","3.16819","0.01170"
"38.02200","3.16867","0.01161"
"38.02800","3.16920","0.01157"
"38.03400","3.16968","0.01152"
"38.04000","3.17016","0.01170"
"38.04600","3.17070","0.01188"
"38.05200","3.17118","0.01190"
"38.05800","3.17166","0.01166"
"38.06400","3.17219","0.01131"
"38.07000","3.17267","0.01121"
"38.07600","3.17321","0.01121"
"38.08200","3.17369","0.01108"
"38.08800","3.17423","0.01097"
"38.09400","3.17470","0.01088"
"38.10000","3.17518","0.01088"
"38.10600","3.17572","0.01093"
"38.11200","3.17620","0.01103"
"38.11800","3.17668","0.01114"
"38.12400","3.17722","0.01125"
"38.13000","3.17769","0.01135"
"38.13600","3.17817","0.01134"
"38.14200","3.17871","0.01133"
"38.14800","3.17919","0.01133"
"38.15400","3.17967","0.01142"
"38.16000","3.18021","0.01153"
"38.16600","3.18068","0.01160"
"38.17200","3.18116","0.01162"
"38.17800","3.18170","0.01161"
"38.18400","3.18218","0.01164"
"38.19000","3.18272","0.01173"
"38.19600","3.18319","0.01169"
"38.20200","3.18373","0.01159"
"38.20800","3.18421","0.01144"
"38.21400","3.18475","0.01132"
"38.22000","3.18523","0.01121"
"38.22600","3.18577","0.01111"
"38.23200","3.18624","0.01104"
"38.23800","3.18678","0.01111"
"38.24400","3.18726","0.01114"
"38.25000","3.18774","0.01119"
"38.25600","3.18822","0.01130"
"38.26200","3.18876","0.01138"
"38.26800","3.18923","0.01150"
"38.27400","3.18971","0.01141"
"38.28000","3.19025","0.01122"
"38.28600","3.19073","0.01116"
"38.29200","3.19121","0.01112"
"38.29800","3.19174","0.01113"
"38.30400","3.19222","0.01136"
"38.31000","3.19276","0.01155"
"38.31600","3.19324","0.01161"
"38.32200","3.19372","0.01166"
"38.32800","3.19426","0.01170"
"38.33400","3.19473","0.01164"
"38.34000","3.19521","0.01156"
"38.34600","3.19575","0.01152"
"38.35200","3.19623","0.01155"
"38.35800","3.19671","0.01151"
"38.36400","3.19725","0.01150"
"38.37000","3.19772","0.01159"
"38.37600","3.19826","0.01181"
"38.38200","3.19874","0.01186"
"38.38800","3.19928","0.01188"
"38.39400","3.19976","0.01189"
"38.40000","3.20023","0.01177"
"38.40600","3.20077","0.01164"
"38.41200","3.20125","0.01153"
"38.41800","3.20173","0.01149"
"38.42400","3.20227","0.01147"
"38.43000","3.20275","0.01143"
"38.43600","3.20328","0.01144"
"38.44200","3.20376","0.01144"
"38.44800","3.20424","0.01135"
"38.45400","3.20478","0.01130"
"38.46000","3.20526","0.01121"
"38.46600","3.20580","0.01107"
"38.47200","3.20627","0.01100"
"38.47800","3.20675","0.01099"
"38.48400","3.20723","0.01102"
"38.49000","3.20777","0.01114"
"38.49600","3.20825","0.01133"
"38.50200","3.20878","0.01148"
"38.50800","3.20926","0.01159"
"38.51400","3.20980","0.01168"
"38.52000","3.21028","0.01179"
"38.52600","3.21082","0.01191"
"38.53200","3.21130","0.01201"
"38.53800","3.21177","0.01201"
"38.54400","3.21225","0.01210"
"38.55000","3.21273","0.01216"
"38.55600","3.21321","0.01207"
"38.56200","3.21375","0.01197"
"38.56800","3.21423","0.01192"
"38.57400","3.21470","0.01196"
"38.58000","3.21518","0.01209"
"38.58600","3.21566","0.01217"
"38.59200","3.21620","0.01212"
"38.59800","3.21668","0.01197"
"38.60400","3.21716","0.01178"
"38.61000","3.21769","0.01172"
"38.61600","3.21817","0.01164"
"38.62200","3.21865","0.01146"
"38.62800","3.21919","0.01135"
"38.63400","3.21967","0.01126"
"38.64000","3.22014","0.01120"
"38.64600","3.22068","0.01135"
"38.65200","3.22116","0.01159"
"38.65800","3.22170","0.01178"
"38.66400","3.22218","0.01192"
"38.67000","3.22272","0.01204"
"38.67600","3.22319","0.01203"
"38.68200","3.22367","0.01182"
"38.68800","3.22421","0.01156"
"38.69400","3.22469","0.01140"
"38.70000","3.22517","0.01129"
"38.70600","3.22565","0.01126"
"38.71200","3.22618","0.01132"
"38.71800","3.22666","0.01141"
"38.72400","3.22714","0.01147"
"38.73000","3.22768","0.01150"
"38.73600","3.22816","0.01150"
"38.74200","3.22869","0.01161"
"38.74800","3.22917","0.01149"
"38.75400","3.22965","0.01141"
"38.76000","3.23019","0.01139"
"38.76600","3.23067","0.01131"
"38.77200","3.23121","0.01122"
"38.77800","3.23168","0.01133"
"38.78400","3.23222","0.01146"
"38.79000","3.23270","0.01146"
"38.79600","3.23324","0.01154"
"38.80200","3.23372","0.01158"
"38.80800","3.23426","0.01162"
"38.81400","3.23473","0.01170"
"38.82000","3.23527","0.01173"
"38.82600","3.23575","0.01173"
"38.83200","3.23623","0.01169"
"38.83800","3.23677","0.01166"
"38.84400","3.23724","0.01173"
"38.85000","3.23772","0.01172"
"38.85600","3.23826","0.01165"
"38.86200","3.23874","0.01163"
"38.86800","3.23922","0.01172"
"38.87400","3.23976","0.01179"
"38.88000","3.24023","0.01186"
"38.88600","3.24071","0.01193"
"38.89200","3.24119","0.01199"
"38.89800","3.24167","0.01195"
"38.90400","3.24221","0.01190"
"38.91000","3.24269","0.01180"
"38.91600","3.24322","0.01171"
"38.92200","3.24370","0.01161"
"38.92800","3.24424","0.01155"
"38.93400","3.24472","0.01162"
"38.94000","3.24526","0.01163"
"38.94600","3.24573","0.01173"
"38.95200","3.24627","0.01181"
"38.95800","3.24675","0.01178"
"38.96400","3.24723","0.01178"
"38.97000","3.24777","0.01178"
"38.97600","3.24825","0.01181"
"38.98200","3.24872","0.01179"
"38.98800","3.24920","0.01178"
"38.99400","3.24974","0.01184"
"39.00000","3.25022","0.01185"
"39.00600","3.25070","0.01190"
"39.01200","3.25124","0.01205"
"39.01800","3.25171","0.01211"
"39.02400","3.25219","0.01216"
"39.03000","3.25273","0.01224"
"39.03600","3.25321","0.01238"
"39.04200","3.25369","0.01249"
"39.04800","3.25422","0.01243"
"39.05400","3.25470","0.01232"
"39.06000","3.25518","0.01213"
"39.06600","3.25572","0.01194"
"39.07200","3.25620","0.01178"
"39.07800","3.25674","0.01163"
"39.08400","3.25721","0.01141"
"39.09000","3.25775","0.01144"
"39.09600","3.25823","0.01150"
"39.10200","3.25871","0.01153"
"39.10800","3.25919","0.01154"
"39.11400","3.25973","0.01152"
"39.12000","3.26020","0.01156"
"39.12600","3.26068","0.01167"
"39.13200","3.26122","0.01171"
"39.13800","3.26170","0.01180"
"39.14400","3.26218","0.01173"
"39.15000","3.26265","0.01168"
"39.15600","3.26319","0.01177"
"39.16200","3.26367","0.01187"
"39.16800","3.26415","0.01190"
"39.17400","3.26463","0.01176"
"39.18000","3.26517","0.01171"
"39.18600","3.26564","0.01172"
"39.19200","3.26612","0.01177"
"39.19800","3.26660","0.01179"
"39.20400","3.26714","0.01177"
"39.21000","3.26762","0.01179"
"39.21600","3.26810","0.01173"
"39.22200","3.26863","0.01167"
"39.22800","3.26911","0.01172"
"39.23400","3.26965","0.01187"
"39.24000","3.27013","0.01193"
"39.24600","3.27067","0.01203"
"39.25200","3.27115","0.01208"
"39.25800","3.27168","0.01205"
"39.26400","3.27216","0.01200"
"39.27000","3.27264","0.01199"
"39.27600","3.27318","0.01194"
"39.28200","3.27366","0.01187"
"39.28800","3.27419","0.01175"
"39.29400","3.27467","0.01167"
"39.30000","3.27521","0.01170"
"39.30600","3.27569","0.01171"
"39.31200","3.27617","0.01169"
"39.31800","3.27671","0.01175"
"39.32400","3.27718","0.01174"
"39.33000","3.27772","0.01173"
"39.33600","3.27820","0.01173"
"39.34200","3.27874","0.01180"
"39.34800","3.27922","0.01171"
"39.35400","3.27970","0.01155"
"39.36000","3.28023","0.01146"
"39.36600","3.28071","0.01143"
"39.37200","3.28125","0.01147"
"39.37800","3.28173","0.01159"
"39.38400","3.28227","0.01175"
"39.39000","3.28274","0.01193"
"39.39600","3.28322","0.01208"
"39.40200","3.28376","0.01220"
"39.40800","3.28424","0.01232"
"39.41400","3.28478","0.01238"
"39.42000","3.28526","0.01238"
"39.42600","3.28573","0.01237"
"39.43200","3.28621","0.01226"
"39.43800","3.28675","0.01205"
"39.44400","3.28723","0.01190"
"39.45000","3.28771","0.01186"
"39.45600","3.28824","0.01184"
"39.46200","3.28872","0.01195"
"39.46800","3.28920","0.01201"
"39.47400","3.28974","0.01194"
"39.48000","3.29022","0.01185"
"39.48600","3.29070","0.01176"
"39.49200","3.29123","0.01173"
"39.49800","3.29171","0.01182"
"39.50400","3.29225","0.01194"
"39.51000","3.29273","0.01212"
"39.51600","3.29321","0.01213"
"39.52200","3.29375","0.01209"
"39.52800","3.29422","0.01198"
"39.53400","3.29470","0.01199"
"39.54000","3.29524","0.01199"
"39.54600","3.29572","0.01204"
"39.55200","3.29620","0.01208"
"39.55800","3.29674","0.01212"
"39.56400","3.29721","0.01214"
"39.57000","3.29769","0.01217"
"39.57600","3.29823","0.01228"
"39.58200","3.29871","0.01232"
"39.58800","3.29919","0.01236"
"39.59400","3.29972","0.01233"
"39.60000","3.30020","0.01223"
"39.60600","3.30068","0.01219"
"39.61200","3.30116","0.01213"
"39.61800","3.30170","0.01215"
"39.62400","3.30218","0.01220"
"39.63000","3.30265","0.01223"
"39.63600","3.30319","0.01218"
"39.64200","3.30367","0.01212"
"39.64800","3.30421","0.01202"
