End date,"1/8/2017"
Specimen label,"9BT_74_2"
Maximum Load,"0.16759",N

Time,Extension,Load
(s),(mm),(N)
"21.50400","19.67937","0.06107"
"21.51000","19.67990","0.06101"
"21.51600","19.68038","0.06084"
"21.52200","19.68086","0.06064"
"21.52800","19.68134","0.06052"
"21.53400","19.68188","0.06042"
"21.54000","19.68236","0.06028"
"21.54600","19.68283","0.06022"
"21.55200","19.68331","0.06019"
"21.55800","19.68385","0.06019"
"21.56400","19.68433","0.06032"
"21.57000","19.68486","0.06055"
"21.57600","19.68534","0.06076"
"21.58200","19.68582","0.06097"
"21.58800","19.68636","0.06121"
"21.59400","19.68684","0.06153"
"21.60000","19.68732","0.06183"
"21.60600","19.68780","0.06218"
"21.61200","19.68833","0.06247"
"21.61800","19.68881","0.06278"
"21.62400","19.68935","0.06324"
"21.63000","19.68983","0.06377"
"21.63600","19.69031","0.06432"
"21.64200","19.69084","0.06473"
"21.64800","19.69132","0.06509"
"21.65400","19.69186","0.06536"
"21.66000","19.69234","0.06567"
"21.66600","19.69288","0.06598"
"21.67200","19.69336","0.06634"
"21.67800","19.69383","0.06656"
"21.68400","19.69431","0.06657"
"21.69000","19.69485","0.06640"
"21.69600","19.69533","0.06631"
"21.70200","19.69581","0.06633"
"21.70800","19.69628","0.06642"
"21.71400","19.69682","0.06652"
"21.72000","19.69730","0.06656"
"21.72600","19.69778","0.06658"
"21.73200","19.69832","0.06660"
"21.73800","19.69880","0.06655"
"21.74400","19.69928","0.06653"
"21.75000","19.69981","0.06647"
"21.75600","19.70029","0.06637"
"21.76200","19.70083","0.06631"
"21.76800","19.70131","0.06619"
"21.77400","19.70185","0.06607"
"21.78000","19.70232","0.06584"
"21.78600","19.70286","0.06562"
"21.79200","19.70340","0.06551"
"21.79800","19.70388","0.06540"
"21.80400","19.70442","0.06525"
"21.81000","19.70490","0.06519"
"21.81600","19.70543","0.06516"
"21.82200","19.70591","0.06524"
"21.82800","19.70639","0.06546"
"21.83400","19.70687","0.06576"
"21.84000","19.70741","0.06594"
"21.84600","19.70789","0.06604"
"21.85200","19.70836","0.06620"
"21.85800","19.70884","0.06627"
"21.86400","19.70938","0.06629"
"21.87000","19.70986","0.06634"
"21.87600","19.71034","0.06658"
"21.88200","19.71088","0.06689"
"21.88800","19.71135","0.06722"
"21.89400","19.71189","0.06751"
"21.90000","19.71237","0.06766"
"21.90600","19.71285","0.06777"
"21.91200","19.71339","0.06807"
"21.91800","19.71387","0.06839"
"21.92400","19.71440","0.06872"
"21.93000","19.71488","0.06887"
"21.93600","19.71542","0.06897"
"21.94200","19.71590","0.06907"
"21.94800","19.71638","0.06920"
"21.95400","19.71692","0.06935"
"21.96000","19.71739","0.06937"
"21.96600","19.71787","0.06935"
"21.97200","19.71841","0.06945"
"21.97800","19.71889","0.06955"
"21.98400","19.71937","0.06962"
"21.99000","19.71984","0.06954"
"21.99600","19.72038","0.06939"
"22.00200","19.72086","0.06929"
"22.00800","19.72134","0.06913"
"22.01400","19.72182","0.06893"
"22.02000","19.72229","0.06877"
"22.02600","19.72283","0.06853"
"22.03200","19.72331","0.06817"
"22.03800","19.72379","0.06780"
"22.04400","19.72433","0.06734"
"22.05000","19.72481","0.06688"
"22.05600","19.72528","0.06642"
"22.06200","19.72582","0.06607"
"22.06800","19.72630","0.06577"
"22.07400","19.72684","0.06544"
"22.08000","19.72732","0.06506"
"22.08600","19.72780","0.06472"
"22.09200","19.72827","0.06447"
"22.09800","19.72881","0.06427"
"22.10400","19.72929","0.06406"
"22.11000","19.72977","0.06382"
"22.11600","19.73025","0.06357"
"22.12200","19.73079","0.06328"
"22.12800","19.73126","0.06310"
"22.13400","19.73174","0.06297"
"22.14000","19.73228","0.06286"
"22.14600","19.73276","0.06277"
"22.15200","19.73324","0.06275"
"22.15800","19.73378","0.06285"
"22.16400","19.73425","0.06292"
"22.17000","19.73473","0.06300"
"22.17600","19.73527","0.06309"
"22.18200","19.73575","0.06318"
"22.18800","19.73629","0.06335"
"22.19400","19.73676","0.06358"
"22.20000","19.73730","0.06379"
"22.20600","19.73784","0.06397"
"22.21200","19.73832","0.06421"
"22.21800","19.73886","0.06454"
"22.22400","19.73934","0.06498"
"22.23000","19.73987","0.06557"
"22.23600","19.74035","0.06615"
"22.24200","19.74083","0.06681"
"22.24800","19.74137","0.06741"
"22.25400","19.74184","0.06798"
"22.26000","19.74232","0.06844"
"22.26600","19.74286","0.06893"
"22.27200","19.74334","0.06931"
"22.27800","19.74382","0.06962"
"22.28400","19.74436","0.06986"
"22.29000","19.74483","0.07012"
"22.29600","19.74531","0.07043"
"22.30200","19.74585","0.07071"
"22.30800","19.74633","0.07098"
"22.31400","19.74687","0.07112"
"22.32000","19.74735","0.07121"
"22.32600","19.74782","0.07138"
"22.33200","19.74836","0.07155"
"22.33800","19.74884","0.07162"
"22.34400","19.74938","0.07157"
"22.35000","19.74986","0.07145"
"22.35600","19.75039","0.07139"
"22.36200","19.75087","0.07137"
"22.36800","19.75141","0.07123"
"22.37400","19.75189","0.07106"
"22.38000","19.75243","0.07078"
"22.38600","19.75291","0.07052"
"22.39200","19.75339","0.07022"
"22.39800","19.75392","0.06984"
"22.40400","19.75440","0.06950"
"22.41000","19.75488","0.06917"
"22.41600","19.75536","0.06882"
"22.42200","19.75584","0.06853"
"22.42800","19.75632","0.06832"
"22.43400","19.75685","0.06811"
"22.44000","19.75733","0.06780"
"22.44600","19.75787","0.06744"
"22.45200","19.75834","0.06699"
"22.45800","19.75889","0.06658"
"22.46400","19.75937","0.06620"
"22.47000","19.75990","0.06577"
"22.47600","19.76038","0.06537"
"22.48200","19.76092","0.06507"
"22.48800","19.76140","0.06491"
"22.49400","19.76188","0.06482"
"22.50000","19.76241","0.06478"
"22.50600","19.76289","0.06473"
"22.51200","19.76343","0.06469"
"22.51800","19.76391","0.06476"
"22.52400","19.76439","0.06482"
"22.53000","19.76492","0.06492"
"22.53600","19.76540","0.06504"
"22.54200","19.76588","0.06521"
"22.54800","19.76636","0.06537"
"22.55400","19.76684","0.06556"
"22.56000","19.76731","0.06574"
"22.56600","19.76785","0.06603"
"22.57200","19.76833","0.06629"
"22.57800","19.76881","0.06658"
"22.58400","19.76929","0.06688"
"22.59000","19.76983","0.06713"
"22.59600","19.77030","0.06745"
"22.60200","19.77078","0.06781"
"22.60800","19.77132","0.06813"
"22.61400","19.77180","0.06840"
"22.62000","19.77234","0.06862"
"22.62600","19.77282","0.06885"
"22.63200","19.77336","0.06912"
"22.63800","19.77383","0.06943"
"22.64400","19.77437","0.06966"
"22.65000","19.77485","0.06983"
"22.65600","19.77533","0.06996"
"22.66200","19.77587","0.07009"
"22.66800","19.77634","0.07031"
"22.67400","19.77682","0.07055"
"22.68000","19.77736","0.07075"
"22.68600","19.77784","0.07088"
"22.69200","19.77832","0.07093"
"22.69800","19.77885","0.07093"
"22.70400","19.77933","0.07091"
"22.71000","19.77981","0.07084"
"22.71600","19.78029","0.07069"
"22.72200","19.78077","0.07051"
"22.72800","19.78131","0.07040"
"22.73400","19.78179","0.07030"
"22.74000","19.78226","0.07021"
"22.74600","19.78274","0.07016"
"22.75200","19.78328","0.07006"
"22.75800","19.78376","0.06987"
"22.76400","19.78430","0.06979"
"22.77000","19.78483","0.06980"
"22.77600","19.78531","0.06982"
"22.78200","19.78585","0.06982"
"22.78800","19.78633","0.06978"
"22.79400","19.78687","0.06983"
"22.80000","19.78735","0.06997"
"22.80600","19.78782","0.07013"
"22.81200","19.78836","0.07026"
"22.81800","19.78884","0.07041"
"22.82400","19.78932","0.07052"
"22.83000","19.78980","0.07062"
"22.83600","19.79034","0.07069"
"22.84200","19.79081","0.07070"
"22.84800","19.79129","0.07065"
"22.85400","19.79183","0.07057"
"22.86000","19.79231","0.07041"
"22.86600","19.79285","0.07032"
"22.87200","19.79333","0.07034"
"22.87800","19.79380","0.07049"
"22.88400","19.79434","0.07069"
"22.89000","19.79482","0.07086"
"22.89600","19.79536","0.07100"
"22.90200","19.79584","0.07110"
"22.90800","19.79638","0.07122"
"22.91400","19.79685","0.07133"
"22.92000","19.79733","0.07140"
"22.92600","19.79787","0.07142"
"22.93200","19.79841","0.07152"
"22.93800","19.79889","0.07152"
"22.94400","19.79943","0.07156"
"22.95000","19.79990","0.07163"
"22.95600","19.80038","0.07166"
"22.96200","19.80092","0.07170"
"22.96800","19.80140","0.07162"
"22.97400","19.80188","0.07153"
"22.98000","19.80235","0.07140"
"22.98600","19.80289","0.07123"
"22.99200","19.80337","0.07100"
"22.99800","19.80385","0.07080"
"23.00400","19.80439","0.07073"
"23.01000","19.80486","0.07066"
"23.01600","19.80540","0.07055"
"23.02200","19.80588","0.07037"
"23.02800","19.80636","0.07029"
"23.03400","19.80690","0.07023"
"23.04000","19.80738","0.07006"
"23.04600","19.80786","0.06987"
"23.05200","19.80839","0.06965"
"23.05800","19.80887","0.06944"
"23.06400","19.80935","0.06930"
"23.07000","19.80989","0.06920"
"23.07600","19.81037","0.06906"
"23.08200","19.81090","0.06889"
"23.08800","19.81138","0.06869"
"23.09400","19.81192","0.06851"
"23.10000","19.81240","0.06846"
"23.10600","19.81287","0.06841"
"23.11200","19.81335","0.06851"
"23.11800","19.81389","0.06858"
"23.12400","19.81437","0.06862"
"23.13000","19.81485","0.06869"
"23.13600","19.81533","0.06885"
"23.14200","19.81581","0.06905"
"23.14800","19.81635","0.06921"
"23.15400","19.81682","0.06941"
"23.16000","19.81736","0.06965"
"23.16600","19.81784","0.06991"
"23.17200","19.81832","0.07013"
"23.17800","19.81885","0.07045"
"23.18400","19.81933","0.07081"
"23.19000","19.81981","0.07104"
"23.19600","19.82035","0.07126"
"23.20200","19.82083","0.07142"
"23.20800","19.82137","0.07161"
"23.21400","19.82184","0.07188"
"23.22000","19.82232","0.07214"
"23.22600","19.82286","0.07241"
"23.23200","19.82334","0.07267"
"23.23800","19.82382","0.07291"
"23.24400","19.82436","0.07309"
"23.25000","19.82483","0.07333"
"23.25600","19.82531","0.07354"
"23.26200","19.82579","0.07372"
"23.26800","19.82633","0.07382"
"23.27400","19.82681","0.07385"
"23.28000","19.82728","0.07387"
"23.28600","19.82782","0.07391"
"23.29200","19.82830","0.07400"
"23.29800","19.82884","0.07403"
"23.30400","19.82932","0.07404"
"23.31000","19.82980","0.07416"
"23.31600","19.83034","0.07419"
"23.32200","19.83081","0.07410"
"23.32800","19.83135","0.07404"
"23.33400","19.83183","0.07390"
"23.34000","19.83231","0.07365"
"23.34600","19.83285","0.07334"
"23.35200","19.83332","0.07311"
"23.35800","19.83380","0.07296"
"23.36400","19.83434","0.07284"
"23.37000","19.83482","0.07260"
"23.37600","19.83536","0.07240"
"23.38200","19.83583","0.07225"
"23.38800","19.83631","0.07199"
"23.39400","19.83685","0.07174"
"23.40000","19.83733","0.07153"
"23.40600","19.83787","0.07123"
"23.41200","19.83835","0.07087"
"23.41800","19.83888","0.07057"
"23.42400","19.83936","0.07031"
"23.43000","19.83990","0.07005"
"23.43600","19.84038","0.06989"
"23.44200","19.84086","0.06976"
"23.44800","19.84139","0.06968"
"23.45400","19.84187","0.06966"
"23.46000","19.84235","0.06967"
"23.46600","19.84289","0.06968"
"23.47200","19.84337","0.06960"
"23.47800","19.84385","0.06960"
"23.48400","19.84433","0.06969"
"23.49000","19.84486","0.06976"
"23.49600","19.84534","0.06978"
"23.50200","19.84588","0.06983"
"23.50800","19.84636","0.06998"
"23.51400","19.84684","0.07019"
"23.52000","19.84737","0.07038"
"23.52600","19.84785","0.07044"
"23.53200","19.84839","0.07055"
"23.53800","19.84887","0.07069"
"23.54400","19.84941","0.07087"
"23.55000","19.84989","0.07109"
"23.55600","19.85036","0.07133"
"23.56200","19.85090","0.07149"
"23.56800","19.85138","0.07169"
"23.57400","19.85186","0.07190"
"23.58000","19.85240","0.07212"
"23.58600","19.85287","0.07242"
"23.59200","19.85341","0.07264"
"23.59800","19.85389","0.07285"
"23.60400","19.85437","0.07307"
"23.61000","19.85491","0.07331"
"23.61600","19.85539","0.07350"
"23.62200","19.85586","0.07367"
"23.62800","19.85634","0.07388"
"23.63400","19.85688","0.07401"
"23.64000","19.85736","0.07408"
"23.64600","19.85784","0.07416"
"23.65200","19.85838","0.07427"
"23.65800","19.85885","0.07432"
"23.66400","19.85939","0.07438"
"23.67000","19.85987","0.07432"
"23.67600","19.86035","0.07427"
"23.68200","19.86083","0.07421"
"23.68800","19.86130","0.07409"
"23.69400","19.86184","0.07405"
"23.70000","19.86232","0.07408"
"23.70600","19.86280","0.07408"
"23.71200","19.86334","0.07400"
"23.71800","19.86382","0.07386"
"23.72400","19.86429","0.07374"
"23.73000","19.86483","0.07368"
"23.73600","19.86531","0.07358"
"23.74200","19.86579","0.07353"
"23.74800","19.86633","0.07347"
"23.75400","19.86681","0.07343"
"23.76000","19.86728","0.07340"
"23.76600","19.86782","0.07340"
"23.77200","19.86830","0.07331"
"23.77800","19.86878","0.07326"
"23.78400","19.86926","0.07324"
"23.79000","19.86979","0.07322"
"23.79600","19.87027","0.07319"
"23.80200","19.87081","0.07318"
"23.80800","19.87129","0.07325"
"23.81400","19.87183","0.07334"
"23.82000","19.87231","0.07326"
"23.82600","19.87284","0.07329"
"23.83200","19.87332","0.07329"
"23.83800","19.87380","0.07330"
"23.84400","19.87434","0.07335"
"23.85000","19.87482","0.07344"
"23.85600","19.87536","0.07349"
"23.86200","19.87584","0.07354"
"23.86800","19.87631","0.07361"
"23.87400","19.87685","0.07362"
"23.88000","19.87733","0.07367"
"23.88600","19.87787","0.07380"
"23.89200","19.87835","0.07392"
"23.89800","19.87889","0.07394"
"23.90400","19.87936","0.07396"
"23.91000","19.87984","0.07405"
"23.91600","19.88038","0.07412"
"23.92200","19.88086","0.07411"
"23.92800","19.88134","0.07412"
"23.93400","19.88187","0.07415"
"23.94000","19.88235","0.07409"
"23.94600","19.88289","0.07405"
"23.95200","19.88337","0.07404"
"23.95800","19.88391","0.07404"
"23.96400","19.88439","0.07410"
"23.97000","19.88486","0.07410"
"23.97600","19.88534","0.07408"
"23.98200","19.88588","0.07406"
"23.98800","19.88636","0.07393"
"23.99400","19.88684","0.07384"
"24.00000","19.88732","0.07373"
"24.00600","19.88779","0.07365"
"24.01200","19.88833","0.07361"
"24.01800","19.88881","0.07355"
"24.02400","19.88935","0.07351"
"24.03000","19.88983","0.07350"
"24.03600","19.89030","0.07342"
"24.04200","19.89084","0.07341"
"24.04800","19.89132","0.07334"
"24.05400","19.89186","0.07340"
"24.06000","19.89233","0.07340"
"24.06600","19.89281","0.07338"
"24.07200","19.89335","0.07336"
"24.07800","19.89389","0.07340"
"24.08400","19.89437","0.07351"
"24.09000","19.89491","0.07364"
"24.09600","19.89539","0.07379"
"24.10200","19.89592","0.07390"
"24.10800","19.89640","0.07399"
"24.11400","19.89688","0.07405"
"24.12000","19.89736","0.07409"
"24.12600","19.89784","0.07414"
"24.13200","19.89837","0.07424"
"24.13800","19.89885","0.07431"
"24.14400","19.89933","0.07431"
"24.15000","19.89987","0.07426"
"24.15600","19.90035","0.07430"
"24.16200","19.90083","0.07441"
"24.16800","19.90137","0.07460"
"24.17400","19.90184","0.07481"
"24.18000","19.90232","0.07496"
"24.18600","19.90286","0.07508"
"24.19200","19.90334","0.07524"
"24.19800","19.90382","0.07541"
"24.20400","19.90435","0.07558"
"24.21000","19.90483","0.07573"
"24.21600","19.90531","0.07585"
"24.22200","19.90585","0.07588"
"24.22800","19.90633","0.07592"
"24.23400","19.90686","0.07593"
"24.24000","19.90734","0.07590"
"24.24600","19.90782","0.07589"
"24.25200","19.90836","0.07589"
"24.25800","19.90884","0.07587"
"24.26400","19.90932","0.07584"
"24.27000","19.90980","0.07582"
"24.27600","19.91033","0.07580"
"24.28200","19.91081","0.07577"
"24.28800","19.91129","0.07574"
"24.29400","19.91177","0.07569"
"24.30000","19.91231","0.07561"
"24.30600","19.91278","0.07551"
"24.31200","19.91326","0.07546"
"24.31800","19.91374","0.07542"
"24.32400","19.91428","0.07540"
"24.33000","19.91476","0.07532"
"24.33600","19.91524","0.07513"
"24.34200","19.91578","0.07491"
"24.34800","19.91625","0.07472"
"24.35400","19.91679","0.07450"
"24.36000","19.91733","0.07435"
"24.36600","19.91781","0.07417"
"24.37200","19.91834","0.07388"
"24.37800","19.91882","0.07365"
"24.38400","19.91936","0.07349"
"24.39000","19.91984","0.07340"
"24.39600","19.92038","0.07342"
"24.40200","19.92086","0.07342"
"24.40800","19.92134","0.07346"
"24.41400","19.92181","0.07348"
"24.42000","19.92235","0.07344"
"24.42600","19.92283","0.07344"
"24.43200","19.92331","0.07353"
"24.43800","19.92384","0.07364"
"24.44400","19.92432","0.07370"
"24.45000","19.92486","0.07381"
"24.45600","19.92534","0.07391"
"24.46200","19.92588","0.07400"
"24.46800","19.92636","0.07417"
"24.47400","19.92683","0.07432"
"24.48000","19.92737","0.07436"
"24.48600","19.92785","0.07440"
"24.49200","19.92839","0.07442"
"24.49800","19.92887","0.07452"
"24.50400","19.92941","0.07468"
"24.51000","19.92988","0.07488"
"24.51600","19.93036","0.07502"
"24.52200","19.93090","0.07508"
"24.52800","19.93138","0.07519"
"24.53400","19.93192","0.07533"
"24.54000","19.93239","0.07546"
"24.54600","19.93287","0.07562"
"24.55200","19.93335","0.07578"
"24.55800","19.93389","0.07596"
"24.56400","19.93437","0.07608"
"24.57000","19.93485","0.07616"
"24.57600","19.93533","0.07621"
"24.58200","19.93586","0.07623"
"24.58800","19.93634","0.07620"
"24.59400","19.93682","0.07618"
"24.60000","19.93736","0.07614"
"24.60600","19.93784","0.07608"
"24.61200","19.93837","0.07609"
"24.61800","19.93885","0.07612"
"24.62400","19.93933","0.07616"
"24.63000","19.93987","0.07623"
"24.63600","19.94035","0.07623"
"24.64200","19.94089","0.07621"
"24.64800","19.94136","0.07623"
"24.65400","19.94190","0.07622"
"24.66000","19.94238","0.07616"
"24.66600","19.94286","0.07615"
"24.67200","19.94340","0.07616"
"24.67800","19.94387","0.07615"
"24.68400","19.94441","0.07606"
"24.69000","19.94489","0.07593"
"24.69600","19.94537","0.07583"
"24.70200","19.94585","0.07578"
"24.70800","19.94639","0.07581"
"24.71400","19.94686","0.07580"
"24.72000","19.94734","0.07578"
"24.72600","19.94788","0.07578"
"24.73200","19.94836","0.07579"
"24.73800","19.94884","0.07575"
"24.74400","19.94938","0.07571"
"24.75000","19.94985","0.07571"
"24.75600","19.95033","0.07567"
"24.76200","19.95087","0.07567"
"24.76800","19.95135","0.07560"
"24.77400","19.95189","0.07551"
"24.78000","19.95237","0.07546"
"24.78600","19.95284","0.07535"
"24.79200","19.95338","0.07533"
"24.79800","19.95386","0.07541"
"24.80400","19.95440","0.07547"
"24.81000","19.95488","0.07555"
"24.81600","19.95536","0.07562"
"24.82200","19.95583","0.07572"
"24.82800","19.95637","0.07583"
"24.83400","19.95685","0.07590"
"24.84000","19.95733","0.07587"
"24.84600","19.95787","0.07588"
"24.85200","19.95835","0.07592"
"24.85800","19.95882","0.07593"
"24.86400","19.95936","0.07598"
"24.87000","19.95984","0.07600"
"24.87600","19.96032","0.07600"
"24.88200","19.96085","0.07594"
"24.88800","19.96133","0.07591"
"24.89400","19.96181","0.07596"
"24.90000","19.96235","0.07599"
"24.90600","19.96283","0.07598"
"24.91200","19.96337","0.07605"
"24.91800","19.96385","0.07607"
"24.92400","19.96438","0.07609"
"24.93000","19.96486","0.07610"
"24.93600","19.96534","0.07603"
"24.94200","19.96588","0.07596"
"24.94800","19.96636","0.07590"
"24.95400","19.96683","0.07589"
"24.96000","19.96737","0.07590"
"24.96600","19.96785","0.07593"
"24.97200","19.96833","0.07596"
"24.97800","19.96887","0.07599"
"24.98400","19.96935","0.07600"
"24.99000","19.96982","0.07601"
"24.99600","19.97036","0.07605"
"25.00200","19.97084","0.07612"
"25.00800","19.97138","0.07623"
"25.01400","19.97186","0.07629"
"25.02000","19.97239","0.07628"
"25.02600","19.97287","0.07629"
"25.03200","19.97335","0.07633"
"25.03800","19.97389","0.07628"
"25.04400","19.97437","0.07623"
"25.05000","19.97485","0.07618"
"25.05600","19.97538","0.07620"
"25.06200","19.97586","0.07628"
"25.06800","19.97640","0.07636"
"25.07400","19.97688","0.07643"
"25.08000","19.97742","0.07649"
"25.08600","19.97790","0.07658"
"25.09200","19.97837","0.07669"
"25.09800","19.97891","0.07682"
"25.10400","19.97939","0.07696"
"25.11000","19.97987","0.07707"
"25.11600","19.98041","0.07712"
"25.12200","19.98088","0.07709"
"25.12800","19.98136","0.07706"
"25.13400","19.98190","0.07706"
"25.14000","19.98238","0.07707"
"25.14600","19.98292","0.07709"
"25.15200","19.98340","0.07710"
"25.15800","19.98388","0.07714"
"25.16400","19.98441","0.07722"
"25.17000","19.98489","0.07731"
"25.17600","19.98537","0.07741"
"25.18200","19.98585","0.07743"
"25.18800","19.98639","0.07738"
"25.19400","19.98686","0.07729"
"25.20000","19.98734","0.07725"
"25.20600","19.98788","0.07721"
"25.21200","19.98836","0.07717"
"25.21800","19.98890","0.07708"
"25.22400","19.98937","0.07700"
"25.23000","19.98991","0.07701"
"25.23600","19.99039","0.07703"
"25.24200","19.99087","0.07701"
"25.24800","19.99141","0.07700"
"25.25400","19.99188","0.07697"
"25.26000","19.99242","0.07693"
"25.26600","19.99290","0.07690"
"25.27200","19.99338","0.07678"
"25.27800","19.99392","0.07667"
"25.28400","19.99440","0.07657"
"25.29000","19.99487","0.07643"
"25.29600","19.99535","0.07624"
"25.30200","19.99589","0.07613"
"25.30800","19.99637","0.07613"
"25.31400","19.99685","0.07617"
"25.32000","19.99739","0.07621"
"25.32600","19.99786","0.07624"
"25.33200","19.99834","0.07627"
"25.33800","19.99888","0.07624"
"25.34400","19.99936","0.07618"
"25.35000","19.99984","0.07612"
"25.35600","20.00038","0.07611"
"25.36200","20.00085","0.07611"
"25.36800","20.00133","0.07612"
"25.37400","20.00187","0.07613"
"25.38000","20.00235","0.07614"
"25.38600","20.00283","0.07613"
"25.39200","20.00336","0.07615"
"25.39800","20.00384","0.07618"
"25.40400","20.00432","0.07617"
"25.41000","20.00486","0.07618"
"25.41600","20.00534","0.07621"
"25.42200","20.00582","0.07625"
"25.42800","20.00636","0.07630"
"25.43400","20.00683","0.07644"
"25.44000","20.00737","0.07661"
"25.44600","20.00785","0.07675"
"25.45200","20.00833","0.07688"
"25.45800","20.00887","0.07696"
"25.46400","20.00934","0.07703"
"25.47000","20.00982","0.07710"
"25.47600","20.01036","0.07721"
"25.48200","20.01084","0.07725"
"25.48800","20.01138","0.07728"
"25.49400","20.01185","0.07734"
"25.50000","20.01233","0.07742"
"25.50600","20.01287","0.07752"
"25.51200","20.01335","0.07761"
"25.51800","20.01389","0.07768"
"25.52400","20.01437","0.07775"
"25.53000","20.01490","0.07776"
"25.53600","20.01538","0.07776"
"25.54200","20.01586","0.07779"
"25.54800","20.01640","0.07779"
"25.55400","20.01688","0.07779"
"25.56000","20.01735","0.07778"
"25.56600","20.01789","0.07779"
"25.57200","20.01837","0.07782"
"25.57800","20.01885","0.07784"
"25.58400","20.01939","0.07783"
"25.59000","20.01987","0.07782"
"25.59600","20.02035","0.07776"
"25.60200","20.02082","0.07765"
"25.60800","20.02136","0.07760"
"25.61400","20.02184","0.07754"
"25.62000","20.02232","0.07748"
"25.62600","20.02286","0.07748"
"25.63200","20.02333","0.07749"
"25.63800","20.02381","0.07740"
"25.64400","20.02435","0.07734"
"25.65000","20.02483","0.07733"
"25.65600","20.02537","0.07734"
"25.66200","20.02591","0.07736"
"25.66800","20.02638","0.07735"
"25.67400","20.02692","0.07733"
"25.68000","20.02740","0.07729"
"25.68600","20.02788","0.07721"
"25.69200","20.02842","0.07715"
"25.69800","20.02889","0.07709"
"25.70400","20.02937","0.07696"
"25.71000","20.02991","0.07690"
"25.71600","20.03039","0.07693"
"25.72200","20.03087","0.07695"
"25.72800","20.03135","0.07695"
"25.73400","20.03189","0.07697"
"25.74000","20.03236","0.07700"
"25.74600","20.03284","0.07702"
"25.75200","20.03332","0.07706"
"25.75800","20.03386","0.07708"
"25.76400","20.03434","0.07714"
"25.77000","20.03481","0.07718"
"25.77600","20.03535","0.07725"
"25.78200","20.03583","0.07730"
"25.78800","20.03637","0.07734"
"25.79400","20.03685","0.07731"
"25.80000","20.03739","0.07734"
"25.80600","20.03786","0.07737"
"25.81200","20.03834","0.07744"
"25.81800","20.03888","0.07750"
"25.82400","20.03936","0.07753"
"25.83000","20.03984","0.07757"
"25.83600","20.04038","0.07762"
"25.84200","20.04085","0.07765"
"25.84800","20.04133","0.07768"
"25.85400","20.04181","0.07771"
"25.86000","20.04229","0.07774"
"25.86600","20.04283","0.07776"
"25.87200","20.04331","0.07773"
"25.87800","20.04378","0.07773"
"25.88400","20.04432","0.07775"
"25.89000","20.04480","0.07776"
"25.89600","20.04528","0.07778"
"25.90200","20.04582","0.07782"
"25.90800","20.04629","0.07785"
"25.91400","20.04677","0.07786"
"25.92000","20.04731","0.07787"
"25.92600","20.04779","0.07790"
"25.93200","20.04833","0.07790"
"25.93800","20.04881","0.07789"
"25.94400","20.04935","0.07789"
"25.95000","20.04982","0.07788"
"25.95600","20.05036","0.07787"
"25.96200","20.05084","0.07786"
"25.96800","20.05138","0.07787"
"25.97400","20.05186","0.07788"
"25.98000","20.05233","0.07785"
"25.98600","20.05287","0.07782"
"25.99200","20.05335","0.07778"
"25.99800","20.05383","0.07773"
"26.00400","20.05431","0.07771"
"26.01000","20.05484","0.07776"
"26.01600","20.05532","0.07783"
"26.02200","20.05586","0.07794"
"26.02800","20.05634","0.07802"
"26.03400","20.05682","0.07807"
"26.04000","20.05736","0.07810"
"26.04600","20.05783","0.07812"
"26.05200","20.05831","0.07813"
"26.05800","20.05885","0.07814"
"26.06400","20.05933","0.07815"
"26.07000","20.05987","0.07822"
"26.07600","20.06034","0.07829"
"26.08200","20.06088","0.07833"
"26.08800","20.06142","0.07836"
"26.09400","20.06190","0.07838"
"26.10000","20.06238","0.07841"
"26.10600","20.06292","0.07844"
"26.11200","20.06339","0.07840"
"26.11800","20.06393","0.07837"
"26.12400","20.06441","0.07836"
"26.13000","20.06489","0.07834"
"26.13600","20.06536","0.07833"
"26.14200","20.06585","0.07834"
"26.14800","20.06638","0.07834"
"26.15400","20.06686","0.07833"
"26.16000","20.06734","0.07830"
"26.16600","20.06782","0.07829"
"26.17200","20.06836","0.07830"
"26.17800","20.06884","0.07829"
"26.18400","20.06931","0.07825"
"26.19000","20.06985","0.07823"
"26.19600","20.07033","0.07819"
"26.20200","20.07081","0.07814"
"26.20800","20.07134","0.07811"
"26.21400","20.07183","0.07809"
"26.22000","20.07236","0.07803"
"26.22600","20.07290","0.07797"
"26.23200","20.07338","0.07794"
"26.23800","20.07392","0.07790"
"26.24400","20.07440","0.07786"
"26.25000","20.07487","0.07784"
"26.25600","20.07541","0.07779"
"26.26200","20.07589","0.07774"
"26.26800","20.07637","0.07774"
"26.27400","20.07685","0.07780"
"26.28000","20.07738","0.07784"
"26.28600","20.07786","0.07788"
"26.29200","20.07834","0.07787"
"26.29800","20.07882","0.07785"
"26.30400","20.07936","0.07787"
"26.31000","20.07984","0.07792"
"26.31600","20.08031","0.07798"
"26.32200","20.08079","0.07807"
"26.32800","20.08133","0.07811"
"26.33400","20.08181","0.07814"
"26.34000","20.08229","0.07823"
"26.34600","20.08283","0.07831"
"26.35200","20.08330","0.07841"
"26.35800","20.08384","0.07850"
"26.36400","20.08432","0.07858"
"26.37000","20.08486","0.07870"
"26.37600","20.08533","0.07879"
"26.38200","20.08587","0.07886"
"26.38800","20.08635","0.07895"
"26.39400","20.08683","0.07902"
"26.40000","20.08737","0.07905"
"26.40600","20.08785","0.07906"
"26.41200","20.08833","0.07904"
