End date,"1/8/2017"
Specimen label,"9BT_74_2"
Maximum Load,"0.16759",N

Time,Extension,Load
(s),(mm),(N)
"32.69400","20.61190","0.13004"
"32.70000","20.61238","0.12986"
"32.70600","20.61286","0.12981"
"32.71200","20.61340","0.12979"
"32.71800","20.61388","0.12977"
"32.72400","20.61442","0.12973"
"32.73000","20.61489","0.12979"
"32.73600","20.61537","0.12985"
"32.74200","20.61591","0.12988"
"32.74800","20.61639","0.12975"
"32.75400","20.61687","0.12958"
"32.76000","20.61740","0.12945"
"32.76600","20.61788","0.12938"
"32.77200","20.61836","0.12940"
"32.77800","20.61890","0.12934"
"32.78400","20.61938","0.12916"
"32.79000","20.61986","0.12899"
"32.79600","20.62033","0.12910"
"32.80200","20.62081","0.12935"
"32.80800","20.62135","0.12960"
"32.81400","20.62183","0.12971"
"32.82000","20.62230","0.12973"
"32.82600","20.62285","0.12986"
"32.83200","20.62332","0.13005"
"32.83800","20.62380","0.13014"
"32.84400","20.62434","0.13026"
"32.85000","20.62482","0.13038"
"32.85600","20.62530","0.13050"
"32.86200","20.62584","0.13075"
"32.86800","20.62631","0.13095"
"32.87400","20.62679","0.13105"
"32.88000","20.62733","0.13120"
"32.88600","20.62781","0.13133"
"32.89200","20.62828","0.13151"
"32.89800","20.62882","0.13161"
"32.90400","20.62930","0.13170"
"32.91000","20.62984","0.13186"
"32.91600","20.63032","0.13196"
"32.92200","20.63080","0.13204"
"32.92800","20.63127","0.13216"
"32.93400","20.63175","0.13220"
"32.94000","20.63223","0.13223"
"32.94600","20.63277","0.13237"
"32.95200","20.63325","0.13255"
"32.95800","20.63379","0.13269"
"32.96400","20.63426","0.13279"
"32.97000","20.63480","0.13293"
"32.97600","20.63528","0.13321"
"32.98200","20.63582","0.13340"
"32.98800","20.63630","0.13329"
"32.99400","20.63684","0.13315"
"33.00000","20.63731","0.13298"
"33.00600","20.63779","0.13302"
"33.01200","20.63833","0.13311"
"33.01800","20.63881","0.13305"
"33.02400","20.63929","0.13298"
"33.03000","20.63982","0.13300"
"33.03600","20.64030","0.13300"
"33.04200","20.64084","0.13296"
"33.04800","20.64132","0.13298"
"33.05400","20.64186","0.13317"
"33.06000","20.64234","0.13333"
"33.06600","20.64288","0.13345"
"33.07200","20.64335","0.13349"
"33.07800","20.64383","0.13347"
"33.08400","20.64437","0.13349"
"33.09000","20.64485","0.13350"
"33.09600","20.64538","0.13358"
"33.10200","20.64586","0.13364"
"33.10800","20.64640","0.13371"
"33.11400","20.64688","0.13376"
"33.12000","20.64736","0.13380"
"33.12600","20.64790","0.13388"
"33.13200","20.64837","0.13367"
"33.13800","20.64885","0.13344"
"33.14400","20.64939","0.13325"
"33.15000","20.64987","0.13314"
"33.15600","20.65035","0.13322"
"33.16200","20.65083","0.13335"
"33.16800","20.65136","0.13354"
"33.17400","20.65184","0.13364"
"33.18000","20.65238","0.13374"
"33.18600","20.65286","0.13383"
"33.19200","20.65334","0.13388"
"33.19800","20.65388","0.13380"
"33.20400","20.65435","0.13362"
"33.21000","20.65489","0.13350"
"33.21600","20.65537","0.13343"
"33.22200","20.65585","0.13339"
"33.22800","20.65639","0.13338"
"33.23400","20.65686","0.13334"
"33.24000","20.65734","0.13338"
"33.24600","20.65788","0.13353"
"33.25200","20.65836","0.13362"
"33.25800","20.65884","0.13365"
"33.26400","20.65938","0.13371"
"33.27000","20.65985","0.13380"
"33.27600","20.66033","0.13385"
"33.28200","20.66087","0.13381"
"33.28800","20.66135","0.13375"
"33.29400","20.66183","0.13383"
"33.30000","20.66236","0.13399"
"33.30600","20.66284","0.13408"
"33.31200","20.66338","0.13418"
"33.31800","20.66386","0.13418"
"33.32400","20.66434","0.13412"
"33.33000","20.66482","0.13410"
"33.33600","20.66536","0.13411"
"33.34200","20.66583","0.13404"
"33.34800","20.66631","0.13395"
"33.35400","20.66685","0.13406"
"33.36000","20.66733","0.13433"
"33.36600","20.66781","0.13462"
"33.37200","20.66834","0.13474"
"33.37800","20.66882","0.13477"
"33.38400","20.66936","0.13484"
"33.39000","20.66984","0.13489"
"33.39600","20.67038","0.13498"
"33.40200","20.67085","0.13498"
"33.40800","20.67133","0.13496"
"33.41400","20.67187","0.13491"
"33.42000","20.67235","0.13488"
"33.42600","20.67283","0.13501"
"33.43200","20.67331","0.13505"
"33.43800","20.67385","0.13503"
"33.44400","20.67432","0.13508"
"33.45000","20.67480","0.13522"
"33.45600","20.67534","0.13531"
"33.46200","20.67582","0.13532"
"33.46800","20.67629","0.13523"
"33.47400","20.67677","0.13516"
"33.48000","20.67725","0.13519"
"33.48600","20.67779","0.13521"
"33.49200","20.67827","0.13523"
"33.49800","20.67875","0.13532"
"33.50400","20.67928","0.13542"
"33.51000","20.67976","0.13556"
"33.51600","20.68024","0.13566"
"33.52200","20.68078","0.13569"
"33.52800","20.68132","0.13573"
"33.53400","20.68180","0.13581"
"33.54000","20.68234","0.13584"
"33.54600","20.68287","0.13574"
"33.55200","20.68335","0.13561"
"33.55800","20.68389","0.13553"
"33.56400","20.68437","0.13550"
"33.57000","20.68484","0.13552"
"33.57600","20.68538","0.13555"
"33.58200","20.68586","0.13549"
"33.58800","20.68634","0.13538"
"33.59400","20.68682","0.13535"
"33.60000","20.68736","0.13538"
"33.60600","20.68784","0.13542"
"33.61200","20.68837","0.13548"
"33.61800","20.68885","0.13548"
"33.62400","20.68933","0.13556"
"33.63000","20.68987","0.13573"
"33.63600","20.69035","0.13586"
"33.64200","20.69082","0.13605"
"33.64800","20.69136","0.13607"
"33.65400","20.69184","0.13606"
"33.66000","20.69238","0.13607"
"33.66600","20.69286","0.13615"
"33.67200","20.69334","0.13622"
"33.67800","20.69388","0.13628"
"33.68400","20.69441","0.13637"
"33.69000","20.69489","0.13637"
"33.69600","20.69543","0.13637"
"33.70200","20.69591","0.13638"
"33.70800","20.69639","0.13644"
"33.71400","20.69692","0.13658"
"33.72000","20.69740","0.13666"
"33.72600","20.69788","0.13672"
"33.73200","20.69842","0.13669"
"33.73800","20.69890","0.13662"
"33.74400","20.69938","0.13659"
"33.75000","20.69986","0.13658"
"33.75600","20.70039","0.13660"
"33.76200","20.70087","0.13660"
"33.76800","20.70135","0.13660"
"33.77400","20.70189","0.13667"
"33.78000","20.70237","0.13677"
"33.78600","20.70284","0.13681"
"33.79200","20.70338","0.13685"
"33.79800","20.70386","0.13691"
"33.80400","20.70434","0.13696"
"33.81000","20.70488","0.13701"
"33.81600","20.70535","0.13700"
"33.82200","20.70589","0.13694"
"33.82800","20.70637","0.13694"
"33.83400","20.70691","0.13700"
"33.84000","20.70739","0.13702"
"33.84600","20.70792","0.13701"
"33.85200","20.70840","0.13702"
"33.85800","20.70888","0.13707"
"33.86400","20.70936","0.13711"
"33.87000","20.70990","0.13713"
"33.87600","20.71038","0.13719"
"33.88200","20.71086","0.13722"
"33.88800","20.71133","0.13726"
"33.89400","20.71181","0.13733"
"33.90000","20.71235","0.13737"
"33.90600","20.71283","0.13737"
"33.91200","20.71330","0.13731"
"33.91800","20.71385","0.13721"
"33.92400","20.71432","0.13722"
"33.93000","20.71486","0.13724"
"33.93600","20.71534","0.13720"
"33.94200","20.71582","0.13714"
"33.94800","20.71636","0.13712"
"33.95400","20.71684","0.13713"
"33.96000","20.71731","0.13711"
"33.96600","20.71785","0.13710"
"33.97200","20.71833","0.13706"
"33.97800","20.71886","0.13707"
"33.98400","20.71935","0.13712"
"33.99000","20.71988","0.13714"
"33.99600","20.72036","0.13714"
"34.00200","20.72084","0.13714"
"34.00800","20.72138","0.13719"
"34.01400","20.72186","0.13723"
"34.02000","20.72234","0.13723"
"34.02600","20.72281","0.13725"
"34.03200","20.72329","0.13730"
"34.03800","20.72383","0.13736"
"34.04400","20.72431","0.13739"
"34.05000","20.72479","0.13738"
"34.05600","20.72532","0.13734"
"34.06200","20.72580","0.13733"
"34.06800","20.72628","0.13737"
"34.07400","20.72682","0.13742"
"34.08000","20.72729","0.13743"
"34.08600","20.72778","0.13743"
"34.09200","20.72831","0.13740"
"34.09800","20.72879","0.13742"
"34.10400","20.72933","0.13750"
"34.11000","20.72981","0.13759"
"34.11600","20.73035","0.13764"
"34.12200","20.73088","0.13767"
"34.12800","20.73136","0.13773"
"34.13400","20.73190","0.13781"
"34.14000","20.73238","0.13797"
"34.14600","20.73286","0.13808"
"34.15200","20.73339","0.13812"
"34.15800","20.73387","0.13814"
"34.16400","20.73441","0.13812"
"34.17000","20.73489","0.13809"
"34.17600","20.73543","0.13808"
"34.18200","20.73591","0.13802"
"34.18800","20.73638","0.13796"
"34.19400","20.73686","0.13794"
"34.20000","20.73740","0.13790"
"34.20600","20.73788","0.13787"
"34.21200","20.73836","0.13788"
"34.21800","20.73884","0.13790"
"34.22400","20.73937","0.13791"
"34.23000","20.73985","0.13794"
"34.23600","20.74033","0.13796"
"34.24200","20.74087","0.13801"
"34.24800","20.74135","0.13805"
"34.25400","20.74189","0.13814"
"34.26000","20.74236","0.13826"
"34.26600","20.74290","0.13835"
"34.27200","20.74338","0.13841"
"34.27800","20.74392","0.13848"
"34.28400","20.74440","0.13855"
"34.29000","20.74487","0.13852"
"34.29600","20.74541","0.13843"
"34.30200","20.74589","0.13834"
"34.30800","20.74637","0.13835"
"34.31400","20.74685","0.13844"
"34.32000","20.74739","0.13855"
"34.32600","20.74786","0.13858"
"34.33200","20.74834","0.13854"
"34.33800","20.74888","0.13845"
"34.34400","20.74936","0.13843"
"34.35000","20.74984","0.13838"
"34.35600","20.75037","0.13829"
"34.36200","20.75085","0.13826"
"34.36800","20.75133","0.13828"
"34.37400","20.75181","0.13825"
"34.38000","20.75235","0.13822"
"34.38600","20.75283","0.13814"
"34.39200","20.75336","0.13805"
"34.39800","20.75384","0.13808"
"34.40400","20.75438","0.13815"
"34.41000","20.75486","0.13823"
"34.41600","20.75540","0.13824"
"34.42200","20.75588","0.13825"
"34.42800","20.75642","0.13830"
"34.43400","20.75689","0.13846"
"34.44000","20.75737","0.13861"
"34.44600","20.75791","0.13865"
"34.45200","20.75839","0.13863"
"34.45800","20.75887","0.13868"
"34.46400","20.75934","0.13871"
"34.47000","20.75988","0.13870"
"34.47600","20.76036","0.13867"
"34.48200","20.76084","0.13867"
"34.48800","20.76132","0.13869"
"34.49400","20.76185","0.13871"
"34.50000","20.76233","0.13872"
"34.50600","20.76281","0.13870"
"34.51200","20.76335","0.13871"
"34.51800","20.76383","0.13874"
"34.52400","20.76431","0.13878"
"34.53000","20.76484","0.13876"
"34.53600","20.76532","0.13871"
"34.54200","20.76580","0.13867"
"34.54800","20.76634","0.13871"
"34.55400","20.76682","0.13880"
"34.56000","20.76736","0.13887"
"34.56600","20.76783","0.13893"
"34.57200","20.76837","0.13897"
"34.57800","20.76885","0.13904"
"34.58400","20.76939","0.13913"
"34.59000","20.76987","0.13909"
"34.59600","20.77035","0.13903"
"34.60200","20.77089","0.13906"
"34.60800","20.77136","0.13910"
"34.61400","20.77184","0.13914"
"34.62000","20.77232","0.13920"
"34.62600","20.77280","0.13919"
"34.63200","20.77334","0.13917"
"34.63800","20.77381","0.13909"
"34.64400","20.77435","0.13907"
"34.65000","20.77483","0.13912"
"34.65600","20.77537","0.13909"
"34.66200","20.77585","0.13916"
"34.66800","20.77638","0.13930"
"34.67400","20.77686","0.13937"
"34.68000","20.77740","0.13941"
"34.68600","20.77788","0.13947"
"34.69200","20.77842","0.13958"
"34.69800","20.77890","0.13961"
"34.70400","20.77943","0.13967"
"34.71000","20.77991","0.13967"
"34.71600","20.78039","0.13966"
"34.72200","20.78093","0.13969"
"34.72800","20.78140","0.13974"
"34.73400","20.78194","0.13974"
"34.74000","20.78242","0.13964"
"34.74600","20.78290","0.13952"
"34.75200","20.78338","0.13949"
"34.75800","20.78386","0.13952"
"34.76400","20.78440","0.13948"
"34.77000","20.78488","0.13940"
"34.77600","20.78535","0.13934"
"34.78200","20.78583","0.13931"
"34.78800","20.78637","0.13930"
"34.79400","20.78685","0.13929"
"34.80000","20.78733","0.13922"
"34.80600","20.78786","0.13918"
"34.81200","20.78834","0.13923"
"34.81800","20.78888","0.13939"
"34.82400","20.78936","0.13955"
"34.83000","20.78984","0.13961"
"34.83600","20.79038","0.13965"
"34.84200","20.79086","0.13975"
"34.84800","20.79139","0.13976"
"34.85400","20.79187","0.13976"
"34.86000","20.79235","0.13970"
"34.86600","20.79289","0.13965"
"34.87200","20.79336","0.13963"
"34.87800","20.79384","0.13976"
"34.88400","20.79432","0.13994"
"34.89000","20.79486","0.13997"
"34.89600","20.79534","0.14003"
"34.90200","20.79582","0.14018"
"34.90800","20.79635","0.14028"
"34.91400","20.79683","0.14037"
"34.92000","20.79731","0.14042"
"34.92600","20.79785","0.14038"
"34.93200","20.79832","0.14037"
"34.93800","20.79881","0.14043"
"34.94400","20.79934","0.14047"
"34.95000","20.79982","0.14044"
"34.95600","20.80030","0.14048"
"34.96200","20.80084","0.14056"
"34.96800","20.80132","0.14070"
"34.97400","20.80180","0.14084"
"34.98000","20.80233","0.14087"
"34.98600","20.80281","0.14094"
"34.99200","20.80335","0.14094"
"34.99800","20.80383","0.14085"
"35.00400","20.80430","0.14081"
"35.01000","20.80484","0.14065"
"35.01600","20.80532","0.14062"
"35.02200","20.80580","0.14060"
"35.02800","20.80634","0.14059"
"35.03400","20.80682","0.14059"
"35.04000","20.80736","0.14054"
"35.04600","20.80783","0.14054"
"35.05200","20.80831","0.14064"
"35.05800","20.80885","0.14078"
"35.06400","20.80933","0.14090"
"35.07000","20.80981","0.14090"
"35.07600","20.81028","0.14091"
"35.08200","20.81082","0.14103"
"35.08800","20.81130","0.14115"
"35.09400","20.81184","0.14117"
"35.10000","20.81232","0.14107"
"35.10600","20.81280","0.14101"
"35.11200","20.81327","0.14100"
"35.11800","20.81381","0.14122"
"35.12400","20.81429","0.14133"
"35.13000","20.81483","0.14136"
"35.13600","20.81531","0.14145"
"35.14200","20.81584","0.14155"
"35.14800","20.81632","0.14165"
"35.15400","20.81680","0.14169"
"35.16000","20.81734","0.14152"
"35.16600","20.81782","0.14129"
"35.17200","20.81830","0.14112"
"35.17800","20.81878","0.14112"
"35.18400","20.81931","0.14115"
"35.19000","20.81979","0.14122"
"35.19600","20.82033","0.14130"
"35.20200","20.82081","0.14158"
"35.20800","20.82135","0.14190"
"35.21400","20.82182","0.14210"
"35.22000","20.82236","0.14212"
"35.22600","20.82284","0.14207"
"35.23200","20.82338","0.14202"
"35.23800","20.82385","0.14201"
"35.24400","20.82434","0.14195"
"35.25000","20.82487","0.14188"
"35.25600","20.82535","0.14181"
"35.26200","20.82589","0.14181"
"35.26800","20.82637","0.14183"
"35.27400","20.82691","0.14181"
"35.28000","20.82738","0.14177"
"35.28600","20.82786","0.14181"
"35.29200","20.82840","0.14184"
"35.29800","20.82888","0.14184"
"35.30400","20.82942","0.14182"
"35.31000","20.82990","0.14167"
"35.31600","20.83037","0.14175"
"35.32200","20.83091","0.14181"
"35.32800","20.83139","0.14189"
"35.33400","20.83187","0.14212"
"35.34000","20.83241","0.14230"
"35.34600","20.83289","0.14239"
"35.35200","20.83336","0.14258"
"35.35800","20.83390","0.14278"
"35.36400","20.83438","0.14291"
"35.37000","20.83486","0.14298"
"35.37600","20.83540","0.14301"
"35.38200","20.83587","0.14313"
"35.38800","20.83635","0.14321"
"35.39400","20.83689","0.14309"
"35.40000","20.83737","0.14301"
"35.40600","20.83785","0.14296"
"35.41200","20.83839","0.14296"
"35.41800","20.83886","0.14306"
"35.42400","20.83934","0.14315"
"35.43000","20.83988","0.14318"
"35.43600","20.84036","0.14325"
"35.44200","20.84084","0.14347"
"35.44800","20.84138","0.14363"
"35.45400","20.84185","0.14371"
"35.46000","20.84233","0.14373"
"35.46600","20.84281","0.14382"
"35.47200","20.84329","0.14391"
"35.47800","20.84383","0.14400"
"35.48400","20.84431","0.14413"
"35.49000","20.84478","0.14410"
"35.49600","20.84532","0.14404"
"35.50200","20.84580","0.14411"
"35.50800","20.84628","0.14423"
"35.51400","20.84682","0.14418"
"35.52000","20.84729","0.14406"
"35.52600","20.84783","0.14402"
"35.53200","20.84831","0.14411"
"35.53800","20.84885","0.14422"
"35.54400","20.84933","0.14432"
"35.55000","20.84981","0.14433"
"35.55600","20.85034","0.14443"
"35.56200","20.85082","0.14456"
"35.56800","20.85136","0.14464"
"35.57400","20.85184","0.14462"
"35.58000","20.85232","0.14450"
"35.58600","20.85285","0.14434"
"35.59200","20.85333","0.14423"
"35.59800","20.85381","0.14423"
"35.60400","20.85435","0.14419"
"35.61000","20.85483","0.14408"
"35.61600","20.85531","0.14416"
"35.62200","20.85579","0.14433"
"35.62800","20.85632","0.14446"
"35.63400","20.85680","0.14456"
"35.64000","20.85728","0.14452"
"35.64600","20.85782","0.14452"
"35.65200","20.85830","0.14460"
"35.65800","20.85883","0.14472"
"35.66400","20.85931","0.14476"
"35.67000","20.85979","0.14470"
"35.67600","20.86033","0.14459"
"35.68200","20.86087","0.14458"
"35.68800","20.86135","0.14473"
"35.69400","20.86189","0.14479"
"35.70000","20.86236","0.14484"
"35.70600","20.86290","0.14484"
"35.71200","20.86338","0.14490"
"35.71800","20.86392","0.14502"
"35.72400","20.86439","0.14499"
"35.73000","20.86487","0.14503"
"35.73600","20.86541","0.14508"
"35.74200","20.86589","0.14509"
"35.74800","20.86637","0.14521"
"35.75400","20.86691","0.14535"
"35.76000","20.86738","0.14548"
"35.76600","20.86786","0.14571"
"35.77200","20.86840","0.14603"
"35.77800","20.86888","0.14615"
"35.78400","20.86936","0.14625"
"35.79000","20.86984","0.14625"
"35.79600","20.87037","0.14620"
"35.80200","20.87085","0.14624"
"35.80800","20.87139","0.14621"
"35.81400","20.87187","0.14608"
"35.82000","20.87235","0.14595"
"35.82600","20.87288","0.14586"
"35.83200","20.87336","0.14591"
"35.83800","20.87390","0.14595"
"35.84400","20.87444","0.14591"
"35.85000","20.87492","0.14598"
"35.85600","20.87546","0.14611"
"35.86200","20.87593","0.14620"
"35.86800","20.87647","0.14622"
"35.87400","20.87695","0.14619"
"35.88000","20.87743","0.14624"
"35.88600","20.87791","0.14630"
"35.89200","20.87839","0.14640"
"35.89800","20.87892","0.14644"
"35.90400","20.87940","0.14646"
"35.91000","20.87988","0.14654"
"35.91600","20.88036","0.14665"
"35.92200","20.88090","0.14668"
"35.92800","20.88137","0.14663"
"35.93400","20.88185","0.14662"
"35.94000","20.88239","0.14663"
"35.94600","20.88287","0.14683"
"35.95200","20.88341","0.14702"
"35.95800","20.88389","0.14708"
"35.96400","20.88437","0.14709"
"35.97000","20.88490","0.14718"
"35.97600","20.88538","0.14731"
"35.98200","20.88586","0.14738"
"35.98800","20.88640","0.14729"
"35.99400","20.88688","0.14702"
"36.00000","20.88741","0.14694"
"36.00600","20.88789","0.14703"
"36.01200","20.88843","0.14716"
"36.01800","20.88891","0.14734"
"36.02400","20.88939","0.14771"
"36.03000","20.88987","0.14805"
"36.03600","20.89034","0.14817"
"36.04200","20.89082","0.14807"
"36.04800","20.89130","0.14787"
"36.05400","20.89178","0.14764"
"36.06000","20.89231","0.14745"
"36.06600","20.89280","0.14739"
"36.07200","20.89327","0.14736"
"36.07800","20.89381","0.14737"
"36.08400","20.89429","0.14744"
"36.09000","20.89483","0.14776"
"36.09600","20.89530","0.14823"
"36.10200","20.89578","0.14850"
"36.10800","20.89632","0.14864"
"36.11400","20.89680","0.14859"
"36.12000","20.89728","0.14845"
"36.12600","20.89782","0.14826"
"36.13200","20.89829","0.14815"
"36.13800","20.89878","0.14811"
"36.14400","20.89931","0.14821"
"36.15000","20.89979","0.14840"
"36.15600","20.90027","0.14869"
"36.16200","20.90081","0.14891"
"36.16800","20.90128","0.14901"
"36.17400","20.90182","0.14899"
"36.18000","20.90230","0.14895"
"36.18600","20.90284","0.14900"
"36.19200","20.90331","0.14911"
"36.19800","20.90380","0.14919"
"36.20400","20.90434","0.14924"
"36.21000","20.90481","0.14924"
"36.21600","20.90535","0.14915"
"36.22200","20.90583","0.14919"
"36.22800","20.90637","0.14919"
"36.23400","20.90684","0.14915"
"36.24000","20.90738","0.14921"
"36.24600","20.90786","0.14947"
"36.25200","20.90834","0.14983"
"36.25800","20.90888","0.15021"
"36.26400","20.90936","0.15037"
"36.27000","20.90983","0.15041"
"36.27600","20.91037","0.15038"
"36.28200","20.91085","0.15031"
"36.28800","20.91139","0.15015"
"36.29400","20.91187","0.14998"
"36.30000","20.91235","0.14987"
"36.30600","20.91288","0.14988"
"36.31200","20.91336","0.14992"
"36.31800","20.91384","0.14994"
"36.32400","20.91438","0.15004"
"36.33000","20.91486","0.15015"
"36.33600","20.91533","0.15029"
"36.34200","20.91587","0.15046"
"36.34800","20.91635","0.15065"
"36.35400","20.91689","0.15086"
"36.36000","20.91737","0.15105"
"36.36600","20.91785","0.15128"
"36.37200","20.91833","0.15138"
"36.37800","20.91886","0.15133"
"36.38400","20.91934","0.15127"
"36.39000","20.91982","0.15125"
"36.39600","20.92036","0.15121"
"36.40200","20.92084","0.15132"
"36.40800","20.92131","0.15124"
"36.41400","20.92185","0.15112"
"36.42000","20.92233","0.15113"
"36.42600","20.92281","0.15136"
"36.43200","20.92335","0.15148"
"36.43800","20.92382","0.15156"
"36.44400","20.92436","0.15158"
"36.45000","20.92484","0.15162"
"36.45600","20.92538","0.15175"
"36.46200","20.92586","0.15179"
"36.46800","20.92634","0.15179"
"36.47400","20.92688","0.15186"
"36.48000","20.92735","0.15187"
"36.48600","20.92789","0.15168"
"36.49200","20.92837","0.15148"
"36.49800","20.92891","0.15142"
"36.50400","20.92939","0.15147"
"36.51000","20.92986","0.15162"
"36.51600","20.93040","0.15179"
"36.52200","20.93088","0.15178"
"36.52800","20.93136","0.15183"
"36.53400","20.93184","0.15202"
"36.54000","20.93238","0.15225"
"36.54600","20.93285","0.15242"
"36.55200","20.93333","0.15252"
"36.55800","20.93387","0.15247"
"36.56400","20.93435","0.15256"
"36.57000","20.93483","0.15273"
"36.57600","20.93537","0.15280"
"36.58200","20.93584","0.15282"
"36.58800","20.93632","0.15274"
"36.59400","20.93686","0.15248"
"36.60000","20.93734","0.15237"
"36.60600","20.93782","0.15246"
"36.61200","20.93829","0.15259"
"36.61800","20.93883","0.15262"
"36.62400","20.93931","0.15277"
"36.63000","20.93979","0.15301"
"36.63600","20.94033","0.15323"
"36.64200","20.94081","0.15352"
"36.64800","20.94135","0.15381"
"36.65400","20.94182","0.15398"
"36.66000","20.94230","0.15413"
"36.66600","20.94278","0.15421"
"36.67200","20.94332","0.15408"
"36.67800","20.94380","0.15386"
"36.68400","20.94427","0.15379"
"36.69000","20.94475","0.15385"
"36.69600","20.94529","0.15395"
"36.70200","20.94577","0.15394"
"36.70800","20.94625","0.15401"
"36.71400","20.94678","0.15396"
"36.72000","20.94726","0.15387"
"36.72600","20.94774","0.15387"
"36.73200","20.94828","0.15384"
"36.73800","20.94882","0.15382"
"36.74400","20.94930","0.15396"
"36.75000","20.94978","0.15418"
"36.75600","20.95031","0.15430"
"36.76200","20.95079","0.15436"
"36.76800","20.95133","0.15435"
"36.77400","20.95181","0.15429"
"36.78000","20.95234","0.15424"
"36.78600","20.95282","0.15425"
"36.79200","20.95336","0.15432"
"36.79800","20.95390","0.15438"
"36.80400","20.95438","0.15457"
"36.81000","20.95485","0.15480"
"36.81600","20.95539","0.15495"
"36.82200","20.95587","0.15491"
"36.82800","20.95635","0.15480"
"36.83400","20.95689","0.15467"
"36.84000","20.95737","0.15467"
"36.84600","20.95785","0.15473"
"36.85200","20.95838","0.15464"
"36.85800","20.95886","0.15454"
"36.86400","20.95940","0.15463"
"36.87000","20.95988","0.15483"
"36.87600","20.96036","0.15500"
"36.88200","20.96090","0.15511"
"36.88800","20.96137","0.15521"
"36.89400","20.96191","0.15529"
"36.90000","20.96239","0.15533"
"36.90600","20.96287","0.15542"
"36.91200","20.96335","0.15551"
"36.91800","20.96388","0.15544"
"36.92400","20.96436","0.15538"
"36.93000","20.96484","0.15537"
"36.93600","20.96538","0.15536"
"36.94200","20.96586","0.15542"
"36.94800","20.96634","0.15550"
"36.95400","20.96688","0.15559"
"36.96000","20.96735","0.15565"
"36.96600","20.96789","0.15570"
"36.97200","20.96837","0.15576"
"36.97800","20.96885","0.15576"
"36.98400","20.96933","0.15564"
"36.99000","20.96986","0.15560"
"36.99600","20.97040","0.15562"
"37.00200","20.97088","0.15562"
"37.00800","20.97136","0.15578"
"37.01400","20.97190","0.15602"
"37.02000","20.97237","0.15618"
"37.02600","20.97291","0.15631"
"37.03200","20.97339","0.15643"
"37.03800","20.97387","0.15652"
"37.04400","20.97435","0.15659"
"37.05000","20.97489","0.15677"
"37.05600","20.97536","0.15704"
"37.06200","20.97584","0.15717"
"37.06800","20.97638","0.15726"
"37.07400","20.97686","0.15731"
"37.08000","20.97733","0.15735"
"37.08600","20.97787","0.15736"
"37.09200","20.97835","0.15732"
"37.09800","20.97883","0.15728"
"37.10400","20.97937","0.15734"
"37.11000","20.97985","0.15750"
"37.11600","20.98032","0.15766"
"37.12200","20.98087","0.15760"
"37.12800","20.98134","0.15753"
"37.13400","20.98182","0.15753"
"37.14000","20.98236","0.15755"
"37.14600","20.98284","0.15752"
"37.15200","20.98338","0.15746"
"37.15800","20.98385","0.15735"
"37.16400","20.98433","0.15736"
"37.17000","20.98481","0.15750"
"37.17600","20.98529","0.15759"
"37.18200","20.98583","0.15758"
"37.18800","20.98630","0.15750"
"37.19400","20.98678","0.15761"
"37.20000","20.98732","0.15788"
"37.20600","20.98780","0.15803"
"37.21200","20.98828","0.15798"
"37.21800","20.98882","0.15788"
"37.22400","20.98929","0.15793"
"37.23000","20.98977","0.15809"
"37.23600","20.99031","0.15827"
"37.24200","20.99079","0.15840"
"37.24800","20.99127","0.15844"
"37.25400","20.99175","0.15853"
"37.26000","20.99228","0.15868"
"37.26600","20.99276","0.15879"
"37.27200","20.99330","0.15878"
"37.27800","20.99378","0.15879"
"37.28400","20.99432","0.15881"
"37.29000","20.99485","0.15883"
"37.29600","20.99533","0.15878"
"37.30200","20.99587","0.15861"
"37.30800","20.99635","0.15843"
"37.31400","20.99683","0.15854"
"37.32000","20.99737","0.15872"
"37.32600","20.99784","0.15886"
"37.33200","20.99832","0.15879"
"37.33800","20.99880","0.15877"
"37.34400","20.99934","0.15875"
"37.35000","20.99982","0.15866"
"37.35600","21.00036","0.15861"
"37.36200","21.00083","0.15866"
"37.36800","21.00137","0.15873"
"37.37400","21.00185","0.15874"
"37.38000","21.00233","0.15869"
"37.38600","21.00287","0.15868"
"37.39200","21.00335","0.15874"
"37.39800","21.00388","0.15899"
"37.40400","21.00436","0.15921"
"37.41000","21.00484","0.15941"
"37.41600","21.00538","0.15959"
"37.42200","21.00592","0.15963"
"37.42800","21.00639","0.15974"
"37.43400","21.00693","0.15985"
"37.44000","21.00741","0.15999"
"37.44600","21.00789","0.15996"
"37.45200","21.00843","0.15989"
"37.45800","21.00891","0.15988"
"37.46400","21.00938","0.16001"
"37.47000","21.00986","0.16013"
"37.47600","21.01040","0.16029"
"37.48200","21.01088","0.16034"
"37.48800","21.01136","0.16039"
"37.49400","21.01184","0.16046"
"37.50000","21.01237","0.16050"
"37.50600","21.01285","0.16047"
"37.51200","21.01333","0.16046"
"37.51800","21.01387","0.16049"
"37.52400","21.01435","0.16053"
"37.53000","21.01489","0.16058"
"37.53600","21.01536","0.16067"
"37.54200","21.01584","0.16085"
"37.54800","21.01638","0.16114"
"37.55400","21.01692","0.16133"
"37.56000","21.01740","0.16128"
"37.56600","21.01788","0.16118"
"37.57200","21.01841","0.16111"
"37.57800","21.01889","0.16106"
"37.58400","21.01937","0.16104"
"37.59000","21.01991","0.16097"
"37.59600","21.02039","0.16094"
"37.60200","21.02086","0.16089"
